DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
1798000,3236500,1053700,2105300,781510,617500,101520,4579.5,4223.4,4453.6,4571.7,13947,4485.5,123650,14560,23643,126360,195820,210520,111330,176860,86747,82702,15755,1122.6,1135.9,1152.6,1140.1,2287.5,1159.2,10437,2295.5,3329.4,10721,58419,51014,66514,50487,40262,63393,6745.7,326.29,345.77,330.32,349.19,763.62,332.27,5457.6,764.51,1388.1,5580.5,63078,54443,331610,70431,40092,61151,4399.6,215.35,231.28,221.88,234.93,630.08,223.46,4967,630.15,1283.8,4997.5,49646,39966,467130,54721,29113,34019,2521.1,142.65,159.33,134.76,138.24,457.35,150.85,4885.5,426.81,1049,5001.9,0.07992,0
1801800,3246000,1055900,2110600,783020,618750,101730,4590.5,4233.3,4464,4582.3,13978,4496.4,123930,14592,23699,126650,196060,210890,111460,177160,86799,82795,15767,1125.3,1138.3,1155.4,1142.7,2291.7,1161.9,10445,2299.8,3335,10728,58487,51069,66597,50533,40304,63532,6747.6,326.59,346.01,330.75,349.48,764.01,332.59,5463.9,765.03,1389.5,5587.1,63146,54532,332090,70537,40140,61300,4403.8,215.41,231.27,221.91,235.02,630.91,223.53,4978.2,631.07,1286.3,5008.7,49753,40048,468330,54828,29172,34086,2524.9,142.66,159.29,134.76,138.25,457.99,150.85,4898.6,427.46,1051.5,5015.1,0.081986,0
1802000,3243300,1055400,2109700,782460,620020,101960,4599.5,4241.3,4472.7,4590.9,14001,4505.7,123990,14617,23748,126700,196090,210860,111470,177170,86791,82885,15780,1128.3,1141.3,1158.6,1145.6,2295,1164.9,10452,2303.5,3338.6,10736,58553,51110,66659,50574,40318,63659,6750.5,326.99,346.29,331.19,349.75,764.34,332.94,5471.5,765.41,1390.2,5595.1,63204,54632,332610,70658,40165,61466,4407.4,215.46,231.29,221.97,235.11,631.54,223.61,4988.6,631.67,1288.4,5019.4,49866,40139,469780,54948,29224,34165,2528.4,142.67,159.28,134.78,138.27,458.62,150.87,4911.3,428.03,1054.2,5027.9,0.084335,0
1801200,3240500,1054800,2108000,782140,619670,101940,4596.4,4238.7,4469.8,4588.2,14000,4502.9,123940,14616,23742,126660,196030,210760,111450,177100,86752,82852,15772,1127.7,1140.8,1157.9,1145,2294.5,1164.3,10454,2303.3,3338.1,10737,58545,51099,66690,50560,40308,63632,6747.7,326.96,346.23,331.02,349.63,764.24,332.82,5471.5,765.4,1390.3,5595.1,63233,54666,333180,70715,40171,61468,4407,215.45,231.26,222,235.15,631.52,223.62,4989.4,631.57,1288.1,5020.1,49951,40197,471520,55044,29253,34177,2528.9,142.66,159.29,134.79,138.26,458.57,150.84,4913,427.97,1054,5029.3,0.086058,0
1729200,1288300,545460,1065400,460880,602570,77266,2731,2525.1,2807.7,2597.6,15383,2668.8,57678,15661,13765,58987,227400,148960,77407,126330,64765,81984,29395,535.69,526.58,596.81,534.09,1986.8,565.01,10547,1994.7,2610.6,11002,60627,42691,56324,46325,40376,34901,8166.6,337.26,350.82,350.78,337.2,912.13,347.16,5398.5,811.43,1413.5,5521.9,90909,50014,194010,57857,39885,31252,4806,256.42,275.92,267.54,277.83,634.51,275.64,3552.6,629.58,1008.7,3581.3,96749,126160,165850,132490,43877,41483,3951.6,196.85,219.96,211.61,205.58,622.86,221.3,3732.1,632.56,1156,3814.9,0.084832,0
1723700,1283600,545060,1061800,460760,600990,77196,2728.2,2522.8,2805.1,2595.8,15357,2666.9,57580,15634,13747,58891,226800,148940,77351,126300,64753,81851,29339,535.77,526.7,596.92,534.16,1985.5,565.23,10535,1993.9,2609.3,10991,60533,42624,56249,46267,40328,34883,8155.7,337.26,350.8,350.78,337.06,911.59,347.12,5394.8,810.88,1412.4,5518.5,90589,49856,193750,57697,39792,31207,4796.1,256.5,275.99,267.62,277.89,634.24,275.69,3549.8,629.25,1008,3578.6,96306,125520,165470,131860,43713,41336,3938.8,196.89,220.03,211.69,205.59,621.53,221.33,3723.9,631.13,1153.7,3806.6,0.085499,0
1719400,1279800,544980,1058900,460850,599760,77154,2726.5,2521.7,2803.8,2594.9,15341,2665.9,57511,15617,13737,58824,226290,148980,77302,126310,64752,81758,29299,535.44,526.41,596.61,533.92,1985.2,565.03,10528,1993.7,2609.2,10986,60460,42568,56191,46224,40287,34865,8146.7,336.79,350.39,350.26,336.6,910.53,346.65,5390.4,809.87,1411,5513.9,90320,49719,193510,57557,39716,31164,4788,256.2,275.66,267.28,277.63,633.54,275.3,3547.1,628.56,1007.2,3575.7,95943,124980,165160,131330,43576,41208,3928.3,196.61,219.74,211.38,205.32,620.01,221,3716.6,629.58,1151.7,3799,0.085936,0
1714900,1276300,544190,1056100,460530,598490,77077,2721.9,2517.6,2798.8,2591,15310,2662,57406,15585,13715,58720,225840,148860,77237,126250,64720,81679,29253,535.02,526.09,596.02,533.63,1983.4,564.58,10522,1992.1,2608.7,10979,60363,42510,56114,46164,40231,34841,8137.3,336.37,350.05,349.84,336.2,909.48,346.25,5385.1,808.8,1409.7,5508.4,90104,49609,193320,57444,39642,31124,4780.5,255.93,275.42,266.99,277.44,632.88,274.97,3543.6,627.91,1006.5,3572.2,95650,124550,164900,130900,43457,41101,3919.1,196.38,219.51,211.11,205.11,618.72,220.75,3709.2,628.23,1150,3791.2,0.086312,0
1711300,1273600,543560,1053900,460380,597400,76963,2716.8,2513.1,2794,2586.3,15282,2657.9,57307,15556,13697,58623,225440,148790,77160,126200,64678,81604,29211,534.69,525.92,595.56,533.45,1981.5,564.26,10515,1990.3,2608.2,10973,60301,42462,56050,46108,40186,34815,8130.4,336.03,349.73,349.46,335.89,908.64,345.84,5380.4,807.92,1408.7,5503.4,89931,49525,193180,57359,39582,31092,4774.8,255.78,275.26,266.79,277.33,632.42,274.75,3540.8,627.4,1006,3569.3,95426,124230,164710,130580,43369,41021,3912.1,196.21,219.33,210.93,204.95,617.78,220.54,3703.7,627.22,1148.8,3785.5,0.085504,0
1709000,1271900,543200,1052500,460470,596750,76898,2713.8,2510.4,2791.2,2583.3,15267,2655.4,57256,15542,13689,58574,225190,148780,77116,126220,64652,81562,29185,534.54,525.96,595.31,533.39,1980.5,564.04,10510,1989.3,2608.1,10969,60273,42438,56003,46078,40160,34806,8127.9,335.76,349.45,349.16,335.66,908.17,345.59,5377.2,807.36,1408.3,5500.1,89818,49472,193130,57305,39541,31072,4770.7,255.65,275.12,266.61,277.22,632.07,274.58,3538.4,627.05,1005.6,3567,95279,124010,164580,130360,43309,40965,3907.1,196.1,219.21,210.78,204.83,617.18,220.4,3700,626.56,1148.1,3781.8,0.084147,0
1708000,1271100,543120,1051900,460560,596390,76862,2711.7,2508.6,2789.2,2581.1,15260,2653.8,57242,15535,13689,58563,225080,148830,77099,126270,64643,81545,29172,534.55,526.07,595.27,533.42,1979.7,563.88,10505,1988.6,2607.4,10964,60270,42438,55985,46075,40155,34811,8127.8,335.64,349.35,349.06,335.58,908.11,345.5,5376.2,807.19,1408.4,5498.8,89763,49444,193090,57276,39521,31059,4768.7,255.57,275.02,266.51,277.12,631.89,274.5,3537.3,626.91,1005.4,3565.8,95206,123900,164520,130250,43279,40937,3904.4,196.02,219.14,210.7,204.79,616.92,220.31,3698.3,626.28,1147.8,3780,0.082334,0
1727400,1814700,818940,1676000,398820,487040,103810,6200.1,5757,6394.1,6294.9,12566,6406.2,68187,13403,19362,69217,180600,148210,96556,120740,79526,62618,15546,431.01,514.75,459.66,504.58,1940.8,503.78,8742.4,2058.2,2354.1,9058.7,45448,37130,36035,35813,31982,39865,6235.8,234.69,248.73,270.47,264.69,698.64,231.19,4417,696.5,1433.4,4524.7,42722,31095,153260,37979,26322,38237,3974.5,198.34,199.36,208.87,192.98,543.77,211.88,4411.3,544.76,1183,4476.7,23484,21025,95693,28750,17555,20556,1972.9,150.12,158.76,147.5,147.34,390.56,140.76,3098.7,369.63,1069.2,3130.1,0.080815,0
1728600,1816200,819400,1677300,398980,487220,103810,6204.9,5761.5,6399.2,6299.6,12572,6411.3,68237,13410,19375,69270,180640,148280,96575,120800,79531,62636,15549,431.02,514.66,459.64,504.54,1941,503.75,8744.4,2058.6,2354.2,9060.5,45453,37138,36038,35817,31989,39884,6235.1,234.68,248.71,270.46,264.74,698.52,231.09,4417.2,696.51,1433.5,4525,42731,31109,153280,37994,26330,38260,3975.4,198.34,199.34,208.87,192.96,543.9,211.87,4413.4,544.96,1183.2,4479.1,23492,21030,95697,28754,17559,20566,1973.4,150.11,158.74,147.5,147.32,390.6,140.74,3100.2,369.73,1069.5,3131.7,0.078188,0
1730700,1818600,820390,1679600,399350,487640,103800,6215.1,5770.9,6409.7,6309.8,12587,6422,68320,13427,19401,69354,180770,148420,96631,120900,79538,62647,15553,431.07,514.75,459.68,504.66,1941.6,503.77,8746.8,2059.5,2354.8,9063.1,45464,37166,36050,35837,32003,39928,6234.8,234.66,248.68,270.45,264.76,698.44,231.05,4418.4,696.6,1433.5,4526.3,42743,31132,153340,38018,26352,38306,3977.1,198.37,199.33,208.91,192.94,544.12,211.89,4417.6,545.32,1183.7,4483.3,23505,21042,95719,28765,17572,20587,1974.7,150.09,158.72,147.47,147.3,390.82,140.73,3103.3,369.95,1070.3,3135.1,0.076072,0
1734200,1822300,822040,1683300,399950,488370,103850,6229.6,5783.9,6424.6,6324.1,12608,6436.8,68423,13450,19439,69459,180950,148620,96701,121050,79555,62657,15552,431.23,515.06,459.75,504.84,1942.6,503.9,8745.3,2060.5,2354.8,9061.6,45499,37197,36073,35865,32035,39994,6235.8,234.6,248.64,270.37,264.68,698.41,230.97,4421,696.75,1433.8,4528.8,42769,31163,153410,38051,26384,38377,3979.9,198.39,199.31,208.92,192.9,544.48,211.87,4423.5,545.86,1184.6,4489.4,23525,21061,95736,28785,17595,20616,1976.5,150.09,158.69,147.44,147.26,391.08,140.72,3108.1,370.21,1071.3,3140,0.073781,0
1737500,1826500,823550,1687400,400380,489060,103960,6248.7,5801.3,6444.6,6343.3,12635,6456.3,68560,13480,19486,69600,181060,148780,96722,121130,79536,62648,15553,431.36,515.37,459.74,504.92,1943.8,503.96,8745.6,2062,2354.9,9061.8,45510,37210,36072,35881,32051,40062,6235.5,234.57,248.62,270.33,264.65,698.52,230.93,4424,697.05,1434.4,4532.1,42804,31205,153500,38094,26412,38468,3983.6,198.41,199.3,208.93,192.88,544.93,211.84,4431.1,546.44,1185.6,4497.2,23542,21089,95762,28816,17620,20655,1978.7,150.1,158.66,147.4,147.21,391.45,140.72,3114.3,370.6,1072.8,3146.5,0.071512,0
1736200,1825000,823300,1685900,400330,488800,103880,6238.7,5792.2,6434.5,6333.3,12624,6446,68548,13469,19466,69586,181130,148730,96714,121110,79526,62612,15550,430.99,515.05,459.27,504.43,1942.2,503.54,8743.3,2060.2,2353.7,9059.4,45497,37213,36061,35888,32038,40052,6234.1,234.53,248.64,270.26,264.68,698.41,230.88,4424.9,696.94,1434.2,4532.7,42801,31192,153560,38085,26408,38437,3982.4,198.41,199.29,208.93,192.86,544.68,211.81,4427.8,546.18,1185,4493.8,23525,21077,95756,28804,17614,20640,1978.2,150.09,158.65,147.38,147.17,391.26,140.72,3111.4,370.43,1072.2,3143.6,0.069429,0
1734800,1823600,822950,1684600,400040,488500,103800,6233.3,5787.3,6429.1,6327.8,12617,6440.5,68509,13461,19453,69545,181080,148650,96693,121050,79509,62581,15548,430.78,514.85,458.99,504.13,1941,503.26,8740.3,2058.8,2352.4,9056.3,45481,37211,36054,35885,32027,40036,6233.6,234.49,248.67,270.24,264.71,698.39,230.85,4425.5,696.91,1434.1,4533.2,42798,31180,153540,38073,26401,38415,3981.4,198.41,199.25,208.92,192.84,544.48,211.77,4425.7,546.02,1184.6,4491.6,23517,21067,95742,28794,17607,20631,1977.4,150.08,158.64,147.36,147.16,391.16,140.71,3109.4,370.33,1071.7,3141.6,0.068351,0
968810,695990,632520,609870,314020,188760,42125,1185.6,1199.4,1239.3,1228.9,6042.8,1228,35951,6060.1,8566.8,36746,121620,112920,74132,102100,68611,56042,11405,443.98,413.37,379.72,412.83,1260.2,422.51,8304,1398.7,2353.7,8597.9,43463,33784,38102,33478,29122,30842,5849.2,262.76,274.25,232.85,238.29,632.21,221.79,4245,660.9,1179.4,4342.8,35950,20001,93881,27184,19633,20402,2857.6,190.44,209.44,171.85,212.19,418.26,180.35,2428,418.08,774.33,2533.9,17605,14363,61550,22517,10902,12366,1296.4,151.1,161.38,141.05,140.93,280.47,137.08,1683.7,274.52,664.48,1727.7,0.068087,0
967630,695740,632340,609650,313870,188850,42105,1185.8,1199.7,1239.8,1229.4,6042.5,1228.1,35939,6060.1,8566.7,36736,121510,112910,74100,102090,68609,56050,11408,443.85,413.47,379.76,412.95,1260.3,422.52,8303.8,1398.6,2353.8,8597.6,43454,33781,38107,33475,29128,30845,5848.4,262.77,274.25,232.81,238.27,632.29,221.77,4245.4,660.98,1179.5,4343.4,35944,19999,93860,27181,19635,20405,2857.4,190.47,209.41,171.85,212.17,418.27,180.33,2428.2,418.08,774.31,2534,17605,14364,61538,22520,10904,12368,1296.5,151.11,161.4,141.06,140.95,280.47,137.11,1683.8,274.55,664.44,1727.8,0.069232,0
966640,695200,631630,609300,313840,189000,42088,1186.5,1200.5,1240.7,1230.2,6040,1228.7,35901,6058.1,8563.7,36702,121410,112900,74061,102100,68605,56076,11412,443.72,413.56,379.75,413.08,1260.2,422.59,8306.6,1398.4,2354.2,8600.1,43452,33785,38101,33477,29137,30852,5846,262.75,274.29,232.83,238.33,632.5,221.78,4245,661.25,1179.7,4343.3,35935,19999,93810,27182,19635,20414,2857.1,190.47,209.36,171.86,212.13,418.29,180.28,2428.8,418.14,774.39,2534.5,17600,14364,61512,22521,10905,12370,1296.8,151.12,161.43,141.07,140.96,280.49,137.16,1683.8,274.58,664.36,1727.7,0.070756,0
965890,694670,631220,608920,313820,189110,42078,1187.2,1201.7,1241.9,1231.3,6038.3,1229.3,35881,6057.1,8564.3,36685,121360,112930,74046,102140,68614,56113,11415,443.61,413.64,379.78,413.24,1260.3,422.6,8308,1398.3,2354.7,8601.3,43453,33789,38088,33480,29136,30868,5844.2,262.75,274.32,232.81,238.36,632.56,221.81,4245.2,661.31,1179.6,4343.6,35918,20001,93771,27185,19633,20428,2856.6,190.42,209.29,171.85,212,418.29,180.22,2429.7,418.14,774.5,2535.3,17593,14362,61474,22521,10903,12376,1296.6,151.12,161.43,141.07,140.96,280.45,137.2,1683.8,274.56,664.17,1727.6,0.072349,0
964400,694200,630530,608610,313820,189300,42075,1187.8,1202.7,1243.1,1232.6,6037.5,1230.1,35866,6057.3,8566.3,36672,121330,112900,74036,102130,68617,56149,11418,443.57,413.52,379.9,413.34,1260.5,422.61,8312.3,1398.4,2355.6,8604.9,43457,33797,38076,33486,29139,30889,5840.6,262.75,274.23,232.77,238.4,632.6,221.8,4245.6,661.32,1179.5,4344.1,35906,20003,93729,27188,19627,20449,2856.5,190.39,209.24,171.84,211.91,418.3,180.18,2431.1,418.18,774.54,2536.5,17589,14361,61452,22522,10901,12384,1296.5,151.12,161.41,141.06,140.94,280.38,137.22,1683.8,274.5,663.78,1727.5,0.074111,0
963260,693940,629880,608480,313900,189420,42051,1188.5,1203.2,1244.1,1233.3,6037.2,1230.5,35842,6057.8,8564.7,36648,121290,112890,74009,102130,68619,56171,11424,443.62,413.58,380.07,413.53,1261,422.74,8318.4,1398.9,2357.1,8610.5,43468,33797,38076,33484,29146,30880,5837.9,262.82,274.18,232.74,238.47,632.62,221.83,4246,661.35,1179.6,4344.5,35891,20001,93688,27185,19621,20447,2855.9,190.35,209.19,171.83,211.85,418.3,180.14,2431.6,418.18,774.61,2536.9,17588,14360,61439,22523,10897,12384,1296.5,151.1,161.39,141.04,140.91,280.29,137.23,1683.9,274.44,663.55,1727.4,0.075986,0
962530,693830,629440,608430,313940,189430,42042,1188.4,1203.2,1243.6,1233,6035.8,1230.2,35830,6056.6,8562.3,36636,121270,112870,74006,102120,68641,56188,11423,443.57,413.49,380.03,413.53,1260.9,422.63,8317.9,1398.9,2357.1,8609.5,43467,33795,38077,33482,29150,30877,5836.3,262.86,274.2,232.75,238.49,632.63,221.86,4246.6,661.38,1179.7,4345.2,35883,20000,93674,27183,19619,20445,2855.5,190.32,209.18,171.82,211.84,418.28,180.11,2431.8,418.19,774.64,2537.1,17587,14361,61435,22526,10895,12384,1296.4,151.09,161.37,141.02,140.88,280.24,137.23,1683.6,274.41,663.34,1727.1,0.076904,0
1188000,930640,536630,800270,337960,398520,74253,15296,14497,16075,16115,28206,15886,77506,29455,27225,78657,165720,160520,81827,130300,66722,66214,17253,1075.8,1003.3,1057.9,1082.8,2220.8,1039.4,9312.8,2295.9,2760.2,9561.9,43664,37169,32282,39800,29364,28060,6578.8,330.45,351.05,361.07,377.4,803.64,340.64,5290.5,834.29,1432.1,5455.7,39828,18127,91228,23961,21161,17006,3201.8,221.14,235.03,216.21,234.82,487.13,226.26,3405.6,497.87,1006.1,3421.5,19395,13392,56429,19621,10941,12287,1562.3,142.85,153.7,146.76,146.35,303.61,143.47,2359.7,322.61,728.73,2400.3,0.077081,0
1187900,930390,536650,800030,337760,398650,74275,15310,14510,16090,16130,28221,15901,77503,29470,27231,78658,165750,160490,81832,130270,66691,66235,17259,1076.4,1003.9,1058.6,1083.4,2221.4,1040,9313,2296.8,2760.6,9561.8,43666,37161,32283,39793,29366,28061,6580.1,330.54,351.09,361.16,377.5,803.7,340.78,5292,834.37,1432.5,5457.2,39831,18128,91229,23961,21163,17007,3202.4,221.15,234.99,216.21,234.83,487.19,226.26,3406.6,497.98,1006.3,3422.5,19394,13395,56428,19623,10941,12288,1562.6,142.84,153.7,146.74,146.38,303.67,143.47,2360.3,322.63,728.98,2400.8,0.076429,0
