DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
562130,385400,393650,378600,401790,381560,116630,2475.1,125420,113980,113130,352560,344750,275020,9467600,3080300,512630,105380,71749,88071,70656,89160,81024,23136,541.98,23842,14633,14742,65955,46413,45881,149150,106940,85142,48870,42611,40799,41519,40070,46278,14180,272.47,14821,10720,10715,61283,41063,43357,89479,44528,81744,85713,37865,51561,34215,46266,25500,5763.3,247.61,5987.6,4176.6,4261.3,28530,17733,19585,55307,20377,50511,49706,31789,30408,28995,26468,11244,2502.1,157.56,2543.1,1268.1,1262.3,16472,7995.5,7644.9,39606,7137.3,28947,0.27034,0
562180,385130,393690,378330,401840,381430,116640,2472,125440,114020,113170,352540,344900,275100,9442500,3072900,512570,105320,71734,88015,70641,89104,81016,23132,542.16,23839,14629,14738,65928,46383,45861,148980,106860,85103,48846,42587,40805,41495,40073,46256,14173,272.52,14813,10721,10717,61229,41053,43357,89397,44518,81731,85662,37824,51525,34176,46233,25480,5760.2,247.66,5984.3,4176,4260.9,28500,17726,19591,55242,20362,50524,49674,31738,30383,28948,26446,11232,2500.6,157.58,2541.5,1267.7,1261.8,16461,7991,7650.3,39597,7133.6,28975,0.26067,0
562280,384950,393850,378150,402000,381490,116710,2470,125520,114120,113260,352660,345240,275320,9426400,3068300,512800,105270,71738,87990,70644,89080,81031,23139,542.14,23846,14632,14742,65930,46374,45860,148890,106830,85088,48825,42583,40813,41491,40077,46251,14168,272.57,14808,10724,10720,61207,41060,43369,89367,44521,81764,85637,37800,51507,34153,46216,25469,5758.7,247.66,5982.8,4176.5,4261.3,28487,17729,19606,55216,20355,50573,49651,31706,30367,28918,26432,11226,2500.5,157.6,2541.4,1267.9,1262,16463,7992.9,7662,39618,7133.7,29029,0.25253,0
562020,384790,393740,378000,401890,381440,116670,2468.5,125470,114070,113200,352540,345080,275280,9417400,3065600,512680,105240,71734,87993,70639,89087,81046,23139,542.09,23846,14632,14743,65921,46368,45863,148830,106810,85082,48802,42572,40802,41481,40067,46242,14163,272.62,14803,10724,10721,61171,41041,43352,89323,44518,81718,85638,37790,51504,34143,46212,25460,5757.2,247.65,5981.4,4174.6,4259.4,28468,17717,19592,55177,20344,50532,49653,31692,30362,28904,26427,11222,2499.3,157.59,2540.1,1267.3,1261.3,16451,7987.2,7655.7,39587,7130.1,29003,0.25013,0
424560,392330,296430,380280,298170,327440,72984,1561.8,76780,68829,69362,226100,202700,190260,459320,430420,368310,99986,60465,90149,59719,90512,74868,20997,518.27,21442,18268,18423,61604,49932,50216,109060,96918,81276,43320,33025,38310,32307,37323,34475,11696,295.75,12104,8367.5,8467.8,32084,24575,25290,47242,37596,33293,94776,28589,54719,25535,48395,18169,4141.5,242.48,4178.6,2868,2881.1,11340,7819.8,8986.2,19598,14328,13688,42199,13931,31627,12286,27013,6805.9,1152.4,150.76,1194.8,667.27,616.51,4076.2,1995.7,1520,8282.9,3495.6,2920.2,0.24846,0
424670,392520,296600,380460,298330,327540,72991,1561.2,76785,68808,69342,226100,202660,190280,459400,430470,368320,100030,60497,90190,59748,90553,74879,20999,518.25,21444,18268,18424,61611,49928,50215,109070,96915,81275,43333,33032,38308,32314,37323,34468,11694,295.81,12102,8365.8,8465.8,32072,24563,25270,47238,37592,33279,94779,28593,54732,25539,48404,18173,4141.2,242.52,4178.4,2867.9,2880.8,11340,7820.4,8986.2,19600,14329,13689,42196,13934,31634,12289,27020,6806.4,1152.1,150.77,1194.6,667.24,616.52,4075.3,1995.3,1520.1,8281.9,3495.4,2919.9,0.25064,0
424760,392610,296630,380560,298360,327440,72974,1560.6,76766,68756,69294,226010,202590,190240,459200,430270,368140,100040,60535,90204,59784,90564,74901,20996,518.15,21439,18265,18423,61610,49918,50212,109050,96908,81271,43340,33042,38309,32322,37323,34466,11694,295.91,12102,8365.3,8465.1,32066,24552,25259,47233,37589,33268,94800,28599,54741,25545,48411,18180,4141.3,242.51,4178.6,2868.4,2881.1,11339,7822.1,8989.1,19600,14332,13692,42201,13932,31636,12288,27022,6804.2,1151.7,150.76,1194.2,667.08,616.4,4073.9,1994.6,1519.6,8279.4,3494.7,2918.5,0.25274,0
425050,392670,296770,380630,298490,327400,72981,1560.3,76774,68734,69278,225970,202560,190270,459150,430230,368070,100070,60597,90228,59845,90582,74933,20992,518.35,21435,18262,18421,61605,49903,50208,109010,96876,81253,43346,33065,38302,32343,37316,34476,11695,296.09,12103,8368.1,8467.6,32066,24550,25257,47233,37592,33264,94812,28610,54748,25556,48417,18189,4141.8,242.5,4179,2869,2881.5,11338,7823.8,8991.9,19600,14335,13696,42208,13932,31638,12289,27024,6802.6,1151.3,150.75,1193.7,667.05,616.29,4072.8,1994,1519.2,8277.8,3494.2,2917.5,0.2534,0
425020,392370,296800,380340,298530,327210,72984,1560.2,76779,68701,69247,225950,202520,190190,459130,430200,367980,100100,60595,90231,59843,90584,74944,20994,518.47,21436,18260,18420,61612,49899,50213,108990,96867,81252,43320,33080,38284,32357,37300,34480,11688,296.24,12095,8368.1,8468,32036,24535,25255,47209,37579,33260,94791,28620,54739,25565,48409,18195,4142.5,242.44,4179.3,2869.8,2882.2,11337,7825.6,8993.4,19599,14340,13700,42200,13931,31625,12289,27014,6800.6,1150.7,150.76,1193.1,666.9,616.1,4071.2,1993.3,1518.7,8275.9,3493.8,2916.3,0.25329,0
425000,392130,296860,380110,298600,327090,72990,1559.9,76788,68683,69230,225970,202530,190150,459280,430340,367980,100100,60603,90246,59849,90601,74953,21008,518.61,21449,18255,18416,61642,49901,50207,109010,96866,81251,43304,33095,38269,32369,37287,34480,11681,296.43,12089,8364.4,8464.3,32014,24519,25247,47188,37568,33255,94762,28617,54733,25562,48403,18193,4141.5,242.4,4178.2,2869.7,2882.1,11335,7825.7,8992.3,19597,14339,13699,42197,13932,31622,12289,27012,6800.9,1150.3,150.74,1192.7,666.74,615.93,4070.3,1992.6,1518.2,8275.5,3493.4,2915.6,0.25275,0
425150,392060,297020,380050,298760,327070,72987,1560,76787,68676,69223,225990,202500,190120,459400,430480,367950,100130,60623,90282,59868,90642,74982,21021,518.79,21462,18256,18416,61676,49915,50208,109050,96896,81276,43286,33087,38256,32361,37275,34473,11677,296.52,12084,8362.7,8462.8,32002,24512,25243,47180,37564,33253,94747,28611,54733,25556,48403,18191,4140.6,242.39,4177.2,2869.1,2881.3,11332,7824.5,8990,19594,14337,13697,42201,13931,31618,12289,27009,6801.4,1150.1,150.72,1192.5,666.61,615.85,4069.6,1992.2,1517.9,8275.7,3493.1,2915,0.25221,0
608170,409290,368450,396150,365750,412290,95529,2383.6,98047,68940,69722,294470,240910,239330,519890,520990,425040,104860,73774,77152,72192,77357,73382,20559,497.87,21174,13790,13668,49798,37921,38454,83685,72045,59504,50096,33209,42467,32669,41396,42530,13160,263.55,13638,8698.5,8786.2,39584,31153,33607,52997,44768,44342,106050,26756,54570,23196,47383,16115,4488.6,229.47,4554.5,2572.9,2607.9,12364,8096.7,8064.8,20772,13029,13558,51760,14118,35496,12162,30111,5194,1213.4,149.4,1244.4,635.22,621.39,4058.6,2066.3,1575.5,8768.7,3658.2,3250,0.24966,0
607880,409160,368430,396020,365760,412080,95528,2380,98043,68935,69716,294440,240830,239270,519950,521060,425130,104860,73771,77164,72189,77368,73378,20552,497.86,21167,13787,13665,49787,37916,38455,83696,72060,59517,50095,33223,42479,32683,41408,42522,13160,263.5,13637,8693.2,8780.8,39562,31126,33574,52989,44756,44317,106050,26761,54572,23201,47385,16117,4488.4,229.47,4554.3,2573.3,2608.5,12364,8096.9,8065.8,20773,13029,13558,51750,14119,35488,12162,30103,5192.6,1213.3,149.39,1244.2,635.1,621.22,4057.1,2065.9,1574.9,8765.8,3657.3,3248.5,0.24612,0
607830,409150,368570,396010,365910,411950,95540,2375.8,98051,68911,69691,294460,240770,239230,520120,521260,425360,104900,73780,77180,72197,77381,73362,20548,497.91,21162,13785,13661,49764,37902,38447,83665,72046,59513,50087,33218,42477,32679,41403,42490,13145,263.49,13622,8685.4,8772.9,39505,31086,33527,52947,44725,44272,106050,26762,54576,23204,47386,16113,4487.6,229.51,4553.5,2573.4,2608.5,12354,8093.4,8065,20748,13025,13554,51746,14117,35474,12162,30091,5190.5,1212.9,149.38,1243.7,634.92,621.03,4053.5,2064.6,1574,8758.3,3655.2,3246.2,0.24125,0
608030,409100,368790,395950,366140,411580,95563,2372.5,98067,68871,69650,294470,240650,239090,520030,521100,425210,104950,73803,77207,72218,77407,73348,20546,498.08,21159,13785,13661,49747,37893,38444,83633,72020,59503,50088,33210,42474,32673,41400,42465,13134,263.44,13609,8679.5,8766.7,39459,31051,33491,52918,44708,44246,106040,26767,54577,23208,47387,16107,4485.3,229.57,4551.1,2573,2608.1,12343,8089.2,8062.6,20726,13021,13550,51727,14114,35461,12159,30081,5188.1,1212.4,149.38,1243.2,634.75,620.86,4049.9,2063.6,1573.2,8752.1,3653.7,3244.2,0.23675,0
608510,409260,369140,396100,366490,411430,95623,2370.4,98123,68858,69634,294560,240620,239030,520040,521040,425180,105030,73853,77254,72265,77451,73348,20543,498.44,21156,13787,13661,49734,37885,38431,83609,72002,59482,50100,33207,42477,32672,41401,42448,13125,263.34,13599,8673,8760.4,39425,31022,33461,52892,44693,44223,106010,26765,54556,23206,47371,16100,4482.3,229.62,4548.1,2571.9,2607,12333,8083.8,8058.9,20710,13016,13545,51706,14109,35449,12155,30072,5186,1212,149.39,1242.9,634.66,620.78,4047.3,2062.9,1572.7,8747.6,3653,3243.3,0.23327,0
609210,409610,369760,396440,367100,411390,95697,2369.5,98193,68825,69601,294640,240610,238930,520030,521030,425100,105160,73917,77329,72324,77521,73364,20545,498.69,21157,13793,13666,49739,37889,38430,83611,72003,59472,50101,33204,42481,32669,41406,42437,13118,263.23,13592,8667.9,8755.3,39405,31001,33437,52869,44676,44198,105940,26750,54536,23192,47354,16093,4479.2,229.63,4545.1,2570,2605.2,12325,8078.8,8054,20697,13012,13540,51687,14104,35436,12151,30061,5184.1,1211.8,149.4,1242.5,634.58,620.67,4045.8,2062.5,1572.2,8745.4,3652.6,3242.3,0.22971,0
609230,409900,369890,396730,367230,411510,95742,2368.6,98238,68794,69570,294700,240560,238850,520140,521180,425200,105200,73911,77356,72316,77546,73342,20550,498.79,21162,13792,13666,49742,37889,38427,83619,72012,59468,50096,33196,42486,32662,41408,42426,13114,263.19,13588,8664.8,8752,39394,30992,33425,52854,44666,44185,105900,26741,54519,23184,47340,16089,4477.7,229.65,4543.6,2569.3,2604.4,12320,8076.5,8051.7,20690,13011,13538,51679,14103,35428,12150,30054,5183.6,1211.7,149.41,1242.4,634.6,620.65,4045.1,2062.4,1571.8,8743.9,3652.3,3241.9,0.22621,0
391490,398240,281070,385130,289620,452050,118290,1443.6,123050,107580,110860,318110,271190,276970,563940,568440,507520,70374,62505,60834,61385,62244,70109,22256,409.08,22353,15519,15464,59949,46204,48798,89320,87058,76372,41617,28073,32584,26879,32404,31941,13827,265.43,14364,8791.7,8896.9,38780,29095,28010,43859,39099,37923,74997,26561,41067,23186,36718,18180,4171.2,206.77,4308.9,3058.8,3067.5,11183,8008.9,9425.4,18894,14146,13683,38275,13053,19300,11217,16737,5722.3,1066.9,143.82,1100.5,634.94,598.08,3703.6,1975.2,1410.3,8137.4,3070.7,2469.9,0.22402,0
391430,398240,281070,385140,289640,452160,118330,1443.7,123100,107630,110920,318220,271270,277090,564070,568570,507690,70392,62471,60829,61352,62237,70095,22255,409.03,22352,15518,15462,59942,46197,48795,89309,87045,76360,41609,28067,32577,26873,32397,31938,13825,265.48,14362,8789.3,8894.3,38767,29080,28001,43849,39095,37923,74987,26563,41052,23188,36705,18182,4170.2,206.76,4307.8,3058.7,3067.4,11180,8007.9,9426.6,18892,14145,13685,38272,13052,19300,11216,16737,5723.2,1067,143.82,1100.6,635.07,598.1,3704.5,1975.4,1410.1,8138.9,3070.4,2469.3,0.22417,0
391460,398450,281050,385340,289620,452290,118370,1442,123140,107660,110950,318170,271180,277070,563690,568160,507610,70413,62429,60831,61313,62236,70065,22256,408.95,22352,15518,15461,59937,46193,48789,89296,87026,76338,41599,28067,32573,26872,32394,31932,13813,265.53,14350,8783.8,8889.7,38716,29038,27983,43817,39069,37904,74984,26566,41033,23191,36689,18181,4168.7,206.78,4306.4,3058.6,3067.6,11174,8005.4,9427.8,18886,14142,13684,38277,13049,19302,11214,16740,5722.5,1066.9,143.84,1100.5,635.02,597.99,3704.9,1975.7,1409.7,8140.2,3069.6,2468.2,0.22678,0
391470,398320,280860,385190,289430,452040,118210,1441,122970,107560,110850,317860,270900,276830,563100,567590,507160,70441,62405,60851,61291,62254,70040,22255,408.93,22349,15508,15451,59915,46161,48755,89258,86975,76281,41592,28060,32564,26864,32386,31918,13804,265.55,14340,8779,8885.3,38667,28998,27962,43790,39045,37879,74960,26567,41012,23191,36671,18178,4167.1,206.77,4304.7,3058.7,3067.8,11168,8002.9,9430.2,18879,14139,13682,38275,13046,19297,11211,16736,5720.6,1066.5,143.83,1099.9,634.97,597.82,3702.7,1975.2,1409.3,8134.1,3068.3,2467.1,0.23053,0
391680,398400,280810,385260,289360,452160,118090,1440.1,122850,107520,110800,317660,270700,276680,562650,567100,506910,70475,62389,60876,61275,62278,70010,22255,408.72,22348,15498,15439,59902,46129,48726,89229,86929,76232,41597,28055,32566,26859,32389,31911,13802,265.54,14337,8775.1,8881.8,38638,28968,27947,43777,39034,37865,74948,26566,41003,23189,36663,18177,4166.4,206.76,4304,3059.5,3068.8,11165,8001.9,9433.7,18874,14137,13681,38271,13045,19291,11210,16731,5719,1066.2,143.83,1099.5,634.97,597.69,3701.2,1975,1408.9,8130.2,3067.1,2466,0.23396,0
391730,398480,280720,385320,289280,452520,118040,1439.5,122800,107520,110810,317610,270610,276630,562430,566830,506890,70478,62374,60874,61261,62274,69978,22241,408.54,22334,15488,15428,59861,46097,48692,89193,86880,76186,41588,28050,32560,26854,32383,31905,13797,265.51,14332,8771.1,8877.3,38620,28950,27934,43772,39027,37856,74941,26566,40993,23189,36654,18169,4165.4,206.72,4303,3059,3068.3,11162,7999.1,9431,18871,14133,13677,38267,13044,19286,11209,16727,5718.3,1065.9,143.8,1099.2,634.83,597.51,3700,1974.7,1408.5,8127.4,3066.3,2465.6,0.23827,0
391830,398670,280740,385500,289300,453160,118070,1439.4,122820,107560,110860,317720,270640,276740,562430,566800,507140,70473,62369,60888,61255,62288,69965,22238,408.43,22330,15484,15424,59842,46081,48671,89179,86854,76164,41583,28046,32556,26849,32379,31897,13793,265.53,14328,8770.5,8876.6,38607,28940,27928,43768,39021,37846,74935,26567,40986,23189,36649,18164,4164.8,206.7,4302.5,3059,3068.2,11160,7998.1,9430.1,18869,14131,13675,38262,13044,19283,11208,16725,5718.5,1065.7,143.79,1099,634.76,597.43,3699.4,1974.7,1408.3,8126.2,3066,2465.3,0.24341,0
450250,368430,324430,361460,329510,409440,61555,1723.4,64239,66204,69079,197580,171450,206810,412250,388670,373570,68506,59290,61762,57805,62184,53036,18205,458.85,18895,15944,16158,48850,42643,39422,80951,72755,62890,38399,27701,33180,26764,33002,31518,12250,282.26,12534,7949.8,7977,31415,24544,25595,41350,36364,35234,68332,23898,36614,21351,33344,16123,3669.9,205.53,3765.8,2322.5,2347.8,9260.8,6694.3,7762.7,16136,13311,13648,38245,12835,17829,11150,15683,5783.2,1017.9,136.87,1019.1,622.81,594.18,2627.4,1681.6,1426.8,5411.2,2807.6,2540.4,0.24959,0
450550,368560,324590,361590,329670,409580,61573,1723.6,64257,66236,69116,197610,171510,206890,412330,388730,373660,68524,59273,61780,57789,62202,53024,18207,459,18896,15948,16162,48862,42652,39428,80975,72772,62900,38406,27710,33175,26772,32998,31526,12254,282.26,12538,7953.8,7981,31427,24556,25606,41357,36370,35242,68318,23900,36620,21354,33350,16128,3671,205.58,3767,2323.3,2348.4,9264.3,6696.8,7765.6,16142,13317,13651,38242,12836,17828,11152,15683,5782.6,1017.9,136.88,1019.1,622.81,594.14,2627.3,1681.6,1426.7,5411.2,2807.2,2539.1,0.25539,0
450680,368540,324540,361580,329610,409680,61598,1724.4,64282,66272,69161,197620,171480,206910,412180,388550,373650,68506,59235,61789,57753,62213,53028,18209,459.17,18896,15935,16150,48875,42639,39421,81010,72805,62919,38431,27723,33181,26784,33006,31538,12264,282.23,12549,7957.9,7985.6,31457,24579,25624,41382,36391,35263,68312,23907,36632,21362,33361,16140,3672.9,205.63,3769,2324.8,2349.8,9270.8,6701.6,7771,16152,13326,13660,38241,12835,17826,11151,15682,5782.7,1017.9,136.9,1019.1,622.85,594.21,2627.4,1681.6,1426.9,5411.2,2807.1,2538.1,0.26229,0
450910,368710,324580,361750,329650,410000,61615,1722.3,64302,66323,69224,197650,171420,206990,412030,388410,373740,68472,59190,61788,57710,62212,53021,18216,459.3,18901,15926,16141,48895,42635,39420,81032,72830,62939,38445,27732,33178,26791,33004,31549,12267,282.2,12551,7960.2,7988.3,31460,24582,25637,41401,36406,35283,68317,23917,36642,21374,33371,16154,3674.9,205.7,3771.1,2326.2,2351.1,9274.9,6705.1,7776.1,16158,13334,13669,38242,12835,17825,11151,15681,5783,1017.9,136.9,1019.1,622.93,594.2,2627.2,1681.4,1426.9,5411.2,2806.7,2537.3,0.26763,0
450960,368850,324510,361910,329570,410060,61587,1720.8,64274,66326,69237,197540,171270,206970,411700,388130,373650,68459,59145,61777,57668,62199,52984,18218,459.29,18902,15915,16130,48895,42620,39401,81005,72808,62915,38462,27728,33169,26787,32995,31548,12258,282.19,12542,7956.4,7985.3,31434,24566,25634,41384,36392,35272,68302,23910,36635,21368,33365,16150,3674.5,205.77,3770.7,2326.1,2350.7,9271.9,6703.9,7774.5,16152,13330,13665,38240,12830,17817,11147,15675,5779.3,1017.7,136.92,1019,622.8,594.07,2626.8,1681,1426.2,5411.6,2805.4,2535.6,0.2723,0
450880,368810,324420,361880,329490,410160,61553,1719.7,64240,66320,69235,197450,171170,206970,411490,387950,373670,68456,59116,61771,57642,62191,52955,18214,459.41,18897,15905,16120,48879,42601,39378,80975,72773,62882,38473,27719,33165,26778,32992,31548,12251,282.22,12534,7954.2,7983.6,31419,24556,25639,41378,36386,35273,68290,23895,36627,21353,33358,16138,3673.8,205.82,3769.9,2325.4,2349.8,9269.1,6701.6,7770.1,16146,13323,13657,38231,12825,17808,11142,15668,5776.3,1017.6,136.91,1018.8,622.79,594.02,2626.7,1680.8,1425.6,5413,2804.8,2534.6,0.27599,0
