DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
2080800,1148100,800340,707890,411060,839980,53259,84987,154310,198850,315050,465870,642780,835360,1019400,1220100,1343300,246170,181370,156420,150990,143570,176070,12158,18566,38941,41124,55246,113540,108860,135550,196050,198380,208830,107950,115470,100710,97853,90852,102410,8896,10486,22527,17720,26848,63453,49414,66535,90938,84583,90848,63740,114150,68266,30211,30939,33094,3002.2,4219.8,9057.5,7977,11232,27004,22076,29049,35454,28982,32769,56017,159580,78030,15729,12833,11840,906.73,1138,2017.5,1713.1,2419,5556.4,4248.2,5743.9,11306,7436.8,9150.8,0.44599,1
2079800,1148500,800090,707940,411000,839200,53197,84896,154180,198680,314750,465540,642210,834770,1018500,1218800,1341800,246110,181260,156390,150910,143530,175960,12156,18573,38952,41142,55264,113540,108840,135520,195970,198290,208700,107930,115490,100710,97860,90860,102450,8891.5,10479,22526,17717,26841,63464,49424,66536,90945,84602,90874,63747,114120,68234,30212,30937,33091,3002.7,4219.4,9057.8,7976.6,11230,26999,22068,29037,35437,28971,32758,55973,159430,77925,15713,12824,11837,906.43,1138.2,2016.7,1712.8,2419,5552.3,4246.1,5743.2,11290,7429.8,9147,0.43846,1
2079500,1148500,799910,707910,411000,838850,53144,84856,154080,198630,314610,465400,641990,834650,1018100,1218300,1341100,246010,181190,156330,150880,143500,175940,12155,18582,38964,41166,55284,113550,108860,135540,195940,198270,208680,107940,115480,100720,97856,90862,102470,8887.9,10476,22522,17716,26840,63458,49425,66539,90933,84605,90886,63734,114060,68197,30208,30940,33088,3003,4219.9,9059.7,7977.9,11231,27002,22067,29032,35431,28968,32754,55933,159280,77843,15699,12815,11829,906.26,1138.2,2016.1,1712.6,2418.9,5549.3,4244.5,5741.6,11280,7424.8,9144.1,0.43325,1
2078600,1148400,799700,707840,411080,838670,53109,84804,154040,198550,314470,465440,641890,834450,1018100,1218100,1340800,245960,181160,156320,150840,143490,175870,12151,18579,38954,41157,55266,113520,108820,135490,195890,198210,208610,107930,115480,100720,97855,90860,102480,8887.1,10473,22523,17718,26838,63456,49425,66535,90923,84603,90889,63729,114010,68180,30207,30946,33084,3002.9,4219.6,9060.2,7978.3,11231,27004,22065,29027,35430,28967,32752,55913,159180,77801,15691,12811,11825,906.15,1138,2015.8,1712.5,2418.8,5547.9,4243.7,5740.4,11275,7422.3,9143,0.4271,1
1552200,1113000,904290,770790,491550,712260,104030,116930,122660,153590,196670,340540,409540,701850,809980,827120,884990,241520,175830,147280,134400,104810,137690,9789.6,15950,31139,35549,49534,78905,88036,119900,130100,141390,155490,85968,83184,73765,72077,62579,79887,6708.7,8556.7,18034,16330,24207,45993,42092,60031,68680,67718,73654,50239,46289,48762,22939,23931,21878,2429.1,3057.1,6953.7,5777.3,7631.9,19218,15150,17783,25046,21664,22238,28027,36290,34064,7505.3,7553.7,6581.2,785.06,948.37,1832.3,1685.3,2096.5,4846.2,3557.2,4762.2,6150.5,5051.1,6553.8,0.42025,1
1551900,1112700,904410,770870,491600,712240,104110,116980,122630,153590,196680,340380,409460,702000,810050,827170,885050,241600,175790,147330,134390,104800,137680,9788.6,15950,31131,35549,49527,78893,88031,119900,130080,141390,155480,85988,83154,73771,72038,62573,79842,6707.9,8556.5,18036,16333,24205,45992,42093,60021,68674,67710,73635,50226,46275,48756,22936,23930,21873,2428.8,3056.8,6952.5,5776.2,7630.5,19217,15148,17779,25045,21662,22233,28020,36271,34053,7505.8,7552.9,6579.6,785.02,948.03,1832.1,1685.1,2095.7,4846.1,3556.3,4761,6149.7,5050.1,6551.1,0.41662,1
1552500,1112300,904580,770430,491400,711670,104280,117090,122590,153620,196640,340160,409260,702130,809910,826890,884700,241770,175770,147390,134380,104790,137670,9788.5,15957,31128,35557,49539,78879,88034,119940,130070,141400,155500,86035,83140,73793,72014,62561,79813,6706.3,8554.7,18032,16328,24197,45979,42083,60003,68655,67698,73620,50200,46250,48738,22938,23928,21871,2428.7,3056.7,6952.5,5775.1,7629.8,19219,15149,17778,25048,21664,22231,28002,36252,34036,7507.9,7550.5,6578.1,784.93,947.89,1831.4,1684.6,2095.3,4845.1,3555,4760,6148.4,5049.1,6547.9,0.41219,1
1553500,1112300,905290,770230,491410,711200,104510,117250,122510,153640,196560,339940,409090,702420,809930,826670,884410,241890,175810,147450,134400,104780,137680,9788.2,15967,31129,35575,49561,78876,88063,120000,130060,141430,155540,86092,83141,73818,72008,62560,79801,6705.9,8552.2,18032,16331,24195,45970,42086,60005,68648,67707,73627,50180,46228,48728,22949,23924,21874,2428.6,3056.7,6952.5,5773.8,7628.6,19222,15150,17777,25055,21668,22231,27976,36228,34018,7512.2,7548.6,6576.8,784.71,947.71,1830.6,1684.2,2094.9,4844.1,3553.5,4759,6147.5,5048.5,6544.2,0.40644,1
1555100,1112500,906210,770340,491580,710920,104820,117460,122480,153700,196490,339860,409050,703000,810390,826780,884420,242050,175790,147490,134370,104740,137620,9788.4,15968,31117,35575,49557,78837,88040,120000,130000,141380,155500,86120,83139,73840,72009,62562,79797,6706.6,8550.5,18036,16338,24198,45976,42101,60021,68657,67729,73648,50157,46215,48726,22959,23926,21874,2429.2,3057,6954.1,5773.5,7628.6,19229,15153,17778,25066,21674,22231,27949,36212,34006,7517,7548.7,6576.5,784.55,947.66,1830.2,1684,2094.8,4843.8,3552.7,4759.1,6148.1,5048.5,6541.5,0.39979,1
1555900,1112600,906960,770400,491930,710730,105200,117730,122480,153790,196390,339850,409090,703790,811160,827090,884600,242140,175700,147530,134310,104720,137560,9790.9,15965,31108,35564,49539,78809,88013,119960,129980,141340,155460,86124,83123,73840,71998,62541,79781,6705.5,8549,18035,16340,24195,45971,42101,60021,68646,67722,73640,50131,46203,48718,22964,23921,21870,2428.8,3057.1,6952.7,5772.4,7627.7,19228,15152,17779,25070,21674,22227,27930,36202,33998,7522,7549,6576.2,784.51,947.65,1830.1,1684.1,2095,4844,3552.6,4759.3,6149.7,5049.2,6540.1,0.39286,1
1555800,1112400,907120,770280,492140,710610,105520,117990,122500,153910,196320,339930,409220,704420,811780,827290,884770,242090,175660,147490,134280,104680,137530,9792.2,15970,31105,35563,49539,78798,88006,119960,129960,141310,155430,86131,83094,73840,71976,62525,79765,6705.3,8549,18033,16339,24189,45966,42094,60010,68635,67711,73633,50116,46196,48713,22959,23917,21867,2429,3056.6,6952.2,5771.3,7625.9,19226,15150,17776,25068,21672,22224,27920,36192,33995,7521,7549.1,6575.6,784.43,947.57,1830,1684.3,2095,4844,3552.5,4758.7,6149.7,5049,6539,0.38539,1
2441400,1509100,1430600,1104100,932280,973200,511390,547500,333710,561500,419930,771800,7176100,4173300,1929200,2258500,1482200,293310,249510,223350,183080,148240,167180,41798,54911,45320,66527,58150,113020,266440,316970,226280,214620,191110,92265,75800,84099,67095,70040,76418,6429.1,9167.3,20673,19769,25469,55538,60522,64672,77456,74187,78512,34065,29636,38401,23196,22745,24520,2708.7,3504.6,7475.1,6336.4,8732.4,20938,17584,22727,26185,24166,26416,11884,15127,19282,7104.9,5820.4,6106.6,769.92,860.76,1883.1,1681.1,2001.5,4787.6,3431.2,4597.6,5656.8,4840.9,6019.4,0.37653,1
2441400,1510100,1431000,1104900,932840,973640,511710,547860,333890,561730,420120,772060,7182500,4176200,1930000,2259800,1482600,293310,249590,223360,183150,148270,167190,41824,54944,45327,66538,58134,113030,266580,317090,226340,214690,191120,92226,75785,84055,67091,70002,76391,6427.4,9168,20665,19762,25463,55506,60507,64646,77409,74152,78478,34065,29624,38395,23197,22748,24521,2709.2,3504.1,7475.3,6335.5,8730.7,20940,17583,22725,26187,24166,26416,11878,15116,19274,7106.3,5819.7,6107.1,770.06,860.78,1883.1,1681,2001.6,4787.1,3431,4597.9,5656.2,4840.3,6020.2,0.36794,1
2440300,1510500,1430400,1104800,932360,973160,511180,547460,334090,561620,420360,771860,7194400,4178500,1928900,2259700,1481400,293290,249700,223410,183260,148340,167260,41865,55007,45346,66571,58135,113080,266900,317400,226460,214810,191170,92191,75766,84013,67085,69967,76368,6426.8,9168.5,20660,19752,25451,55485,60504,64624,77372,74119,78448,34052,29594,38386,23191,22751,24526,2710.4,3503.9,7477.3,6335.6,8730.5,20946,17585,22729,26194,24170,26422,11867,15087,19255,7101.6,5817.2,6106.7,770.11,860.81,1882.8,1680.7,2001.6,4786,3430.5,4598.5,5655.5,4840.1,6021.8,0.36057,1
2439800,1511300,1430300,1105000,932230,973180,511050,547510,334420,561840,420760,771940,7213000,4184200,1928800,2261100,1480800,293180,249900,223480,183450,148450,167400,41935,55113,45388,66649,58170,113190,267440,317950,226720,215060,191320,92173,75761,83994,67090,69964,76355,6429.4,9172,20665,19749,25449,55493,60532,64619,77372,74110,78434,34042,29570,38373,23189,22752,24532,2711.5,3503.6,7479.4,6335.7,8731.1,20954,17587,22733,26201,24173,26429,11857,15058,19229,7097.1,5815,6105.9,770.08,860.82,1882.5,1680.7,2001.9,4785.3,3429.9,4598.8,5655.3,4839.7,6023.4,0.35365,1
2438600,1512600,1429800,1105700,932100,973480,511190,547820,334910,562300,421250,772250,7238100,4192500,1928900,2263100,1480300,293050,250160,223580,183690,148610,167620,42034,55258,45445,66762,58222,113340,268160,318720,227080,215390,191540,92157,75771,83987,67105,69979,76347,6434,9176.3,20675,19752,25451,55518,60580,64627,77388,74105,78420,34038,29553,38361,23190,22757,24541,2712.4,3504.4,7480.9,6335.9,8732.9,20961,17589,22742,26209,24178,26437,11849,15036,19203,7093.5,5812.1,6105.3,769.99,860.93,1882.3,1680.8,2002.4,4785,3429.6,4599.7,5655.3,4839.5,6025.2,0.34701,0
2436800,1511900,1428600,1104900,931150,972850,510320,546890,334620,561570,420930,771430,7224600,4185400,1926600,2260300,1479000,292910,250100,223490,183650,148520,167580,41966,55176,45408,66697,58199,113240,267790,318330,226870,215230,191470,92126,75760,83962,67100,69962,76322,6434.4,9173.3,20674,19747,25450,55509,60547,64625,77364,74074,78385,34026,29543,38336,23192,22756,24545,2712.6,3503.6,7478.9,6333.6,8730.1,20952,17580,22734,26200,24170,26435,11839,15020,19178,7090.6,5809.3,6104.4,769.88,860.98,1882,1680.8,2002.6,4784.4,3428.9,4599.6,5654.2,4838.3,6025.4,0.34166,0
2435200,1510900,1427500,1104200,930460,972360,509910,546430,334530,561250,420770,770920,7217800,4181800,1925300,2258600,1478200,292820,249990,223400,183570,148440,167520,41933,55133,45392,66672,58193,113190,267600,318140,226760,215130,191410,92102,75745,83944,67094,69956,76314,6435.9,9170.4,20672,19741,25443,55499,60522,64617,77349,74054,78364,34017,29538,38323,23194,22756,24548,2712.6,3503.3,7477.5,6332.4,8728.4,20947,17574,22729,26196,24166,26433,11834,15012,19164,7088.9,5808,6103.7,769.8,860.96,1881.9,1680.9,2002.6,4784,3428.5,4599.1,5653.8,4837.6,6024.5,0.3364,0
3076000,1872700,1705900,1264700,881050,972280,521620,474230,488890,590310,528460,671840,754320,1052800,1736000,1023600,1125700,387710,233930,226730,175400,138160,155680,18338,22613,41102,37874,61063,89420,99254,142050,145450,139580,153170,118350,103370,103830,93786,89076,96511,8443.1,10707,21829,20278,25232,60037,50227,70464,89966,86587,92532,26228,22178,23549,20235,22089,22695,2824.9,3456.6,7512.9,6478.2,8355.4,19761,16363,22019,25107,23267,24322,8846.1,8018.9,6238.1,6201.1,5024.5,5773.7,732.2,882.35,1866.8,1542,1853.5,4700.9,3326,4588.4,5676.5,4853.9,5667.4,0.33104,0
3075800,1872700,1705500,1264700,880990,972340,521730,474400,488960,590450,528420,671910,754400,1053100,1736000,1023600,1125700,387530,233950,226630,175420,138110,155690,18330,22609,41086,37869,61048,89399,99239,142030,145370,139550,153150,118340,103400,103830,93805,89086,96530,8444.7,10709,21833,20279,25234,60044,50229,70469,89984,86605,92546,26224,22181,23546,20237,22089,22699,2824.2,3456.9,7511.8,6478.7,8356.7,19760,16365,22024,25109,23270,24326,8845.5,8018.8,6238.7,6201.3,5024.8,5774,732.36,882.41,1867.1,1542,1853.5,4700.9,3326.2,4588.8,5676.2,4854,5666.9,0.32747,0
3077200,1873600,1706000,1265200,881280,972550,522180,474820,489150,590800,528420,672060,754630,1053600,1736200,1023400,1125600,387500,234030,226600,175460,138060,155680,18329,22611,41067,37865,61027,89350,99197,141990,145230,139460,153070,118340,103440,103830,93835,89086,96549,8447.3,10709,21836,20284,25240,60040,50232,70484,89978,86601,92549,26228,22190,23549,20246,22093,22707,2823.4,3457.9,7511.6,6480,8358.8,19762,16368,22032,25113,23275,24333,8846.2,8020.8,6239.7,6202.7,5024.7,5775.1,732.45,882.54,1867.3,1541.8,1853.3,4701,3326.5,4589.9,5676.3,4854.5,5667.3,0.32356,0
3079400,1874400,1707000,1265600,881820,972820,523090,475660,489680,591600,528730,672510,755070,1054400,1737100,1023300,1125500,387550,234150,226580,175520,138030,155660,18336,22615,41056,37864,61018,89304,99151,141930,145090,139350,152980,118360,103490,103840,93860,89101,96571,8449.6,10710,21839,20287,25243,60042,50232,70491,89981,86600,92553,26237,22195,23553,20253,22101,22717,2822.6,3458.6,7511.4,6480.7,8359.4,19762,16368,22036,25118,23280,24341,8845.6,8020.7,6240,6202.9,5024.4,5775.8,732.53,882.72,1867.7,1541.8,1853.2,4701.3,3326.4,4590.6,5676.3,4854.5,5667.3,0.3207,0
3081100,1875300,1707800,1266100,882230,972980,523970,476460,489770,592170,528720,672780,755440,1054900,1737500,1023300,1125800,387630,234230,226580,175550,138030,155630,18349,22621,41042,37867,61009,89266,99100,141860,144990,139250,152910,118350,103470,103840,93834,89107,96562,8453.6,10710,21844,20288,25240,60052,50233,70487,89986,86596,92544,26247,22199,23560,20257,22111,22728,2822,3459.8,7511.7,6482.3,8362.3,19764,16373,22048,25127,23291,24353,8846,8020.6,6241.3,6203,5024.4,5776,732.5,882.72,1867.7,1541.6,1853,4700.6,3325.7,4590.7,5675.3,4853.5,5666.3,0.31804,0
3084000,1876800,1709200,1267100,883180,973670,525340,477680,490250,593220,529080,673510,756310,1056000,1739400,1023900,1126800,387480,234350,226480,175600,137950,155600,18370,22637,41046,37882,61016,89243,99086,141850,144890,139180,152850,118340,103460,103850,93812,89127,96566,8457.4,10711,21848,20282,25235,60071,50237,70494,90021,86620,92564,26255,22203,23566,20261,22122,22736,2821.4,3459.8,7511.9,6483.3,8364.3,19767,16377,22059,25136,23301,24364,8847.3,8021.5,6243.4,6203.9,5024.9,5776.4,732.47,882.68,1867.7,1541.5,1852.9,4700.5,3325.4,4591.2,5675.2,4853.2,5666.4,0.31539,0
3086700,1878200,1711100,1268200,884600,974610,527190,479310,491140,594760,529770,674740,757730,1057700,1742500,1025100,1128400,387370,234330,226420,175570,137910,155540,18399,22650,41059,37883,61018,89239,99072,141850,144850,139130,152820,118370,103470,103890,93825,89173,96599,8462.7,10717,21857,20283,25241,60105,50255,70524,90078,86669,92607,26266,22209,23576,20266,22133,22739,2821.1,3459.9,7511.6,6483.7,8364.7,19768,16379,22062,25142,23307,24369,8848,8023.2,6244.8,6204.9,5025.9,5776.9,732.44,882.67,1867.7,1541.3,1852.9,4700.4,3325.2,4591.7,5675.6,4853.4,5666.7,0.31364,0
3355000,3703300,2821500,3262900,2281900,2850000,1916300,1921000,1588000,1913500,1750200,2680200,2044300,2825900,5027700,2368100,3144100,307000,233680,216650,201970,188930,202300,62209,73371,73701,77779,88831,145040,163380,200760,226230,199470,238670,117900,102250,106400,97545,91880,103140,11886,14117,22502,19635,28111,58757,49164,74400,91095,82676,99251,26657,26739,25465,25850,23237,27999,2824.1,3451.9,7288.7,6591.7,8946.2,20503,17174,25068,27933,26347,28360,8776.1,7950.3,6233,6485.8,4699.1,6204,834.82,971.58,1854.9,1687.2,2145.4,4733.7,3553.4,5106.6,5698.3,4967.7,5798.3,0.31217,0
3356100,3705200,2822600,3265100,2283400,2852000,1918000,1922600,1589300,1915100,1751600,2682300,2045600,2827800,5031700,2369500,3146000,307120,233820,216730,202100,189000,202350,62255,73425,73736,77808,88856,145070,163410,200760,226270,199500,238700,117930,102270,106430,97574,91907,103170,11889,14123,22506,19636,28114,58772,49172,74403,91124,82704,99282,26659,26738,25462,25850,23238,27998,2823.7,3451.8,7288.8,6591.9,8946.2,20502,17172,25068,27932,26345,28358,8774.9,7951.3,6232.5,6486.5,4699.6,6204.6,834.89,971.59,1855,1687.1,2145.6,4733.9,3553.3,5106,5698.9,4967.8,5798.2,0.31084,0
3357800,3708500,2824700,3268700,2285900,2855100,1921100,1925600,1591700,1917700,1753800,2686300,2048100,2829900,5037900,2371700,3149100,307120,233970,216810,202250,189080,202430,62334,73530,73773,77855,88903,145080,163420,200710,226330,199520,238780,117960,102310,106460,97633,91958,103230,11896,14129,22520,19639,28123,58803,49188,74421,91176,82760,99346,26660,26737,25459,25851,23234,27997,2823,3451.6,7286.5,6591.6,8945.3,20493,17164,25057,27920,26337,28351,8772.2,7948.3,6231.5,6485.1,4699.7,6205.3,834.92,971.78,1855,1687.3,2146.4,4733.5,3553.5,5105.8,5699.5,4968,5798.1,0.30915,0
3359800,3713700,2827300,3274000,2289200,2859500,1924700,1929300,1594700,1921000,1756900,2692100,2051400,2833100,5045200,2374800,3152700,307140,234150,216910,202430,189150,202540,62439,73679,73827,77934,88965,145110,163470,200700,226380,199550,238880,117900,102290,106410,97618,91929,103210,11899,14139,22527,19648,28140,58791,49199,74438,91153,82749,99332,26651,26728,25450,25842,23225,27990,2821.7,3450.4,7283.9,6589.8,8941.5,20483,17154,25044,27907,26326,28342,8768.8,7942.9,6230.6,6481.3,4700,6203.6,835.03,971.66,1854.9,1687.2,2146.5,4734.1,3553.4,5105,5700,4967.8,5796.8,0.30697,0
3363400,3721900,2831400,3281700,2293700,2865400,1929800,1934600,1599000,1925600,1761200,2700000,2056000,2837900,5055800,2379100,3158000,307230,234370,217060,202670,189290,202690,62594,73884,73910,78023,89030,145170,163490,200650,226500,199620,239040,117810,102210,106330,97564,91858,103160,11902,14153,22524,19650,28154,58756,49184,74425,91088,82693,99278,26641,26708,25442,25822,23217,27973,2821,3449.4,7282.5,6588.3,8938.4,20475,17145,25033,27892,26313,28332,8765,7937.6,6229.3,6478.1,4700.3,6201.9,835.29,971.53,1855.1,1687.2,2146.8,4735.1,3553.5,5104.5,5700.5,4967.7,5795.9,0.30457,0
3368200,3731200,2837000,3291100,2300200,2873700,1936800,1941800,1604700,1932100,1767000,2710300,2062600,2845100,5071100,2385400,3166000,307380,234650,217250,202980,189480,202920,62803,74150,74039,78163,89148,145270,163610,200690,226700,199760,239310,117730,102180,106270,97552,91818,103150,11910,14172,22528,19660,28176,58744,49190,74444,91069,82675,99273,26632,26695,25436,25808,23207,27959,2820.3,3448.9,7280.7,6588,8936.1,20466,17140,25026,27880,26302,28324,8763.3,7935.3,6228.9,6477.1,4700.4,6201.1,835.49,971.55,1855.1,1686.9,2147,4735.2,3553.1,5104,5701.1,4967.8,5795.8,0.30251,0
