DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
6.76E+05,9.52E+05,4.38E+05,3.55E+05,3.49E+05,2.49E+05,17051,21963,42682,1766.5,57750,2.47E+05,1.21E+05,1.95E+05,2.47E+05,2.47E+05,1.96E+05,98671,1.40E+05,77065,82097,76835,63044,4982.2,5352.6,17875,392.28,18750,63429,34444,59755,63378,63631,59346,39131,40676,36648,51729,28266,30286,2566.9,3200.7,8086.4,294.5,7823.2,23432,12723,25226,23787,24086,25135,75064,49090,56799,1.44E+05,24494,34611,1365.5,1671.7,2334.3,202.55,2487.7,9304.1,4904.3,9843.3,9180,9382.1,9905.6,1.04E+05,34448,57865,1.36E+05,18695,24088,913.93,882.52,1208,151.83,1028.3,3959.8,2207.7,5694.6,4001.5,4067.9,5718.9,0.11085,0
6.77E+05,9.53E+05,4.39E+05,3.56E+05,3.50E+05,2.49E+05,17070,21952,42692,1765.3,57771,2.47E+05,1.21E+05,1.95E+05,2.47E+05,2.47E+05,1.96E+05,98673,1.40E+05,77060,82096,76827,63032,4981.5,5352,17888,392.35,18760,63446,34456,59757,63395,63649,59346,39161,40690,36660,51747,28273,30299,2567.8,3200.7,8088.8,294.58,7824.8,23427,12723,25229,23781,24080,25136,75245,49226,56894,1.44E+05,24543,34667,1367,1674.2,2334.6,202.51,2488.9,9312,4907.3,9849.2,9188.2,9390.2,9911.8,1.04E+05,34532,57944,1.36E+05,18727,24108,915.79,883.84,1208.8,151.84,1029.2,3966.1,2210.2,5695.6,4007.9,4074.3,5720,0.11446,0
6.77E+05,9.53E+05,4.39E+05,3.56E+05,3.50E+05,2.49E+05,17080,21945,42692,1765.2,57797,2.46E+05,1.21E+05,1.95E+05,2.47E+05,2.47E+05,1.96E+05,98701,1.40E+05,77070,82080,76826,63004,4981.7,5351.9,17892,392.43,18764,63442,34458,59739,63391,63644,59328,39180,40708,36663,51766,28267,30307,2568.4,3201.4,8087.4,294.67,7823.7,23417,12719,25222,23771,24070,25129,75462,49398,57009,1.44E+05,24600,34738,1368.9,1677,2335.3,202.48,2490.2,9323.2,4911.5,9857.9,9199.4,9401.5,9920.7,1.05E+05,34637,58051,1.36E+05,18769,24135,917.97,885.49,1209.7,151.86,1030.3,3973.9,2213.8,5699.1,4016,4082.2,5723.4,0.11776,0
6.78E+05,9.54E+05,4.40E+05,3.57E+05,3.50E+05,2.50E+05,17080,21934,42695,1765.2,57781,2.46E+05,1.21E+05,1.95E+05,2.47E+05,2.47E+05,1.96E+05,98726,1.40E+05,77083,82067,76814,62990,4981.3,5353.1,17892,392.41,18766,63423,34457,59722,63371,63623,59310,39203,40726,36672,51792,28266,30320,2569,3201.4,8087.8,294.68,7822.7,23413,12718,25218,23767,24066,25124,75721,49603,57159,1.44E+05,24667,34824,1371,1680.4,2336.5,202.46,2491.5,9337.4,4917.1,9869.6,9213.4,9415.7,9932.2,1.05E+05,34767,58198,1.36E+05,18820,24166,920.59,887.42,1211.1,151.88,1031.7,3984.2,2218.6,5705.8,4026.4,4092.7,5730,0.121,0
1.07E+06,1.34E+06,6.27E+05,6.05E+05,4.36E+05,3.25E+05,27246,30175,51876,2348.7,58943,2.54E+05,1.24E+05,1.86E+05,2.54E+05,2.55E+05,1.87E+05,1.95E+05,1.83E+05,1.23E+05,1.12E+05,97445,72245,5935.3,6587.2,17071,443.31,20319,62048,32716,58662,62285,62918,58985,71797,54098,45347,67153,33535,40073,3939.6,3823.3,10079,279.66,12339,26496,16158,30734,26768,27215,30765,74888,51517,35608,1.14E+05,21331,31983,1300.3,1912.2,3129.8,194.61,2696.2,11250,5712.2,13292,11278,11431,13473,94273,43650,54271,1.27E+05,25267,28309,1158.3,1108.8,1624.7,151.13,1289.8,6017.9,3294.5,8289.6,6095.3,6115.6,8363.3,0.12468,0
1.07E+06,1.34E+06,6.27E+05,6.04E+05,4.36E+05,3.25E+05,27246,30152,51871,2350,58943,2.54E+05,1.24E+05,1.86E+05,2.54E+05,2.55E+05,1.87E+05,1.95E+05,1.83E+05,1.23E+05,1.12E+05,97346,72248,5934.5,6585.9,17070,443.27,20318,62039,32724,58678,62277,62909,59002,71789,54100,45338,67165,33526,40080,3940.5,3824.2,10080,279.66,12339,26500,16164,30739,26774,27220,30771,74934,51548,35633,1.14E+05,21338,31994,1300.6,1912.9,3130.4,194.62,2696.8,11253,5713.9,13297,11281,11434,13478,94336,43675,54319,1.27E+05,25282,28319,1159,1109.5,1625.6,151.14,1290.4,6021.6,3296.5,8295.1,6099.2,6119.4,8368.8,0.12561,0
1.07E+06,1.34E+06,6.26E+05,6.04E+05,4.36E+05,3.25E+05,27212,30144,51877,2345.7,58977,2.54E+05,1.25E+05,1.86E+05,2.54E+05,2.55E+05,1.87E+05,1.95E+05,1.83E+05,1.23E+05,1.12E+05,97244,72251,5934,6584.3,17073,443.3,20326,62035,32734,58685,62274,62906,59009,71787,54114,45330,67153,33518,40085,3940.3,3824.7,10082,279.64,12342,26505,16167,30733,26778,27222,30766,75013,51611,35678,1.14E+05,21350,31998,1301.2,1914,3129.6,194.62,2697.3,11256,5715.5,13295,11284,11438,13476,94448,43725,54410,1.27E+05,25311,28333,1160.2,1110,1624,151.15,1291,6024.9,3297.4,8297.8,6102.8,6122.6,8371.5,0.1261,0
1.07E+06,1.34E+06,6.26E+05,6.04E+05,4.36E+05,3.25E+05,27185,30135,51900,2342.4,59000,2.54E+05,1.25E+05,1.86E+05,2.54E+05,2.55E+05,1.88E+05,1.95E+05,1.83E+05,1.23E+05,1.12E+05,97150,72271,5934.4,6582.9,17078,443.45,20337,62028,32747,58696,62268,62899,59018,71813,54141,45335,67171,33510,40100,3939.6,3826.4,10084,279.58,12342,26505,16167,30721,26778,27220,30756,75127,51705,35742,1.14E+05,21371,32015,1302.2,1915.8,3129.3,194.62,2698.4,11262,5718.2,13296,11290,11443,13476,94610,43802,54547,1.27E+05,25355,28354,1162.2,1111.2,1623.3,151.17,1292,6031.9,3300.4,8301.3,6110.1,6129.8,8375.2,0.12597,0
1.07E+06,1.34E+06,6.26E+05,6.04E+05,4.36E+05,3.25E+05,27177,30136,51942,2340.8,59027,2.54E+05,1.25E+05,1.86E+05,2.55E+05,2.56E+05,1.88E+05,1.95E+05,1.84E+05,1.23E+05,1.12E+05,97098,72309,5935,6583.2,17078,443.33,20345,62021,32755,58699,62263,62894,59018,71884,54180,45367,67208,33509,40121,3939.2,3828,10084,279.57,12343,26503,16162,30705,26775,27215,30741,75278,51835,35833,1.14E+05,21403,32040,1303.6,1918.4,3130.4,194.6,2699.9,11272,5722.6,13302,11300,11453,13482,94834,43907,54732,1.27E+05,25415,28386,1164.9,1112.9,1623.2,151.19,1293.7,6042.2,3305.3,8308.9,6120.8,6140.3,8383.1,0.1266,0
1.07E+06,1.34E+06,6.26E+05,6.04E+05,4.36E+05,3.25E+05,27171,30133,51947,2338.7,59065,2.54E+05,1.25E+05,1.86E+05,2.55E+05,2.56E+05,1.88E+05,1.95E+05,1.84E+05,1.23E+05,1.12E+05,97047,72320,5933.6,6584.7,17089,443.29,20353,62031,32775,58725,62274,62907,59041,71841,54165,45346,67184,33501,40102,3937.6,3828.4,10086,279.48,12344,26496,16157,30690,26769,27207,30728,75193,51797,35784,1.14E+05,21385,32016,1303.3,1917.7,3129.4,194.6,2699.5,11267,5719.3,13291,11295,11448,13471,94722,43898,54637,1.27E+05,25384,28358,1163.4,1112,1621.7,151.21,1292.6,6035.8,3302,8298.7,6114.3,6133.8,8372.9,0.12707,0
1.07E+06,1.34E+06,6.26E+05,6.04E+05,4.36E+05,3.25E+05,27170,30125,51959,2338,59086,2.54E+05,1.25E+05,1.86E+05,2.55E+05,2.56E+05,1.88E+05,1.94E+05,1.84E+05,1.22E+05,1.12E+05,97040,72334,5933.5,6585,17099,443.26,20354,62029,32785,58726,62273,62906,59040,71814,54156,45337,67170,33501,40090,3937.1,3828.8,10090,279.46,12347,26494,16156,30686,26767,27205,30723,75152,51772,35760,1.14E+05,21375,32003,1303.2,1917.4,3128.9,194.57,2699.4,11264,5717.7,13286,11292,11445,13465,94673,43899,54592,1.27E+05,25370,28343,1162.7,1111.5,1621,151.24,1292,6033,3300.4,8294.2,6111.4,6131,8368.3,0.1284,0
6.79E+05,1.24E+06,3.62E+05,4.54E+05,3.24E+05,2.75E+05,29771,51724,69693,22788,85712,3.35E+05,1.90E+05,2.75E+05,3.38E+05,3.23E+05,2.78E+05,85271,1.94E+05,65748,90761,69603,65604,6770.3,7600.6,16825,665.11,18036,52563,30875,48482,52500,52659,49079,32728,48237,27156,45305,27558,29825,3268.6,3531.6,9183.6,311.95,8997.1,29583,14491,28990,29679,30018,28968,35127,27964,11294,78268,12774,13934,1126.6,1228,2178.9,191.35,2313,7722,3842.3,8109.1,7800.8,7768.5,8134.1,41307,35420,8541.3,89073,9990.7,10283,435.87,655.47,854.36,155.94,778.08,2832.6,1618.9,3821.9,2876.9,2884.8,3813,0.12903,0
6.77E+05,1.24E+06,3.61E+05,4.53E+05,3.24E+05,2.74E+05,29767,51710,69707,22810,85710,3.35E+05,1.90E+05,2.75E+05,3.38E+05,3.23E+05,2.78E+05,85228,1.94E+05,65715,90652,69569,65541,6770.9,7594.6,16827,665.53,18035,52562,30875,48471,52499,52657,49068,32726,48217,27154,45291,27555,29823,3268,3530.6,9181.3,311.96,8997.4,29582,14490,28988,29677,30016,28965,35132,27963,11296,78247,12776,13929,1126.7,1227.8,2178.8,191.36,2312.6,7722,3842.7,8108.7,7800.8,7768.3,8133.9,41313,35422,8542.2,89070,9988.6,10283,435.9,655.55,854.44,155.96,778,2832.6,1619.1,3821.7,2876.8,2884.9,3812.8,0.12902,0
6.76E+05,1.24E+06,3.61E+05,4.53E+05,3.24E+05,2.74E+05,29780,51723,69728,22853,85757,3.35E+05,1.90E+05,2.75E+05,3.38E+05,3.23E+05,2.78E+05,85168,1.94E+05,65676,90532,69528,65475,6771.8,7588.5,16825,666.26,18036,52532,30865,48438,52468,52625,49034,32717,48189,27143,45270,27541,29808,3267.4,3529.1,9179.5,312.01,8995,29580,14494,28992,29675,30014,28968,35142,27968,11301,78232,12779,13925,1127.2,1227.5,2178.9,191.35,2312,7721.4,3843.3,8107.3,7800.5,7767.7,8132.8,41325,35426,8546.2,89076,9987.9,10282,435.92,655.77,854.57,155.97,777.95,2833.4,1619.4,3822.4,2877.6,2885.8,3813.7,0.12943,0
6.75E+05,1.23E+06,3.61E+05,4.52E+05,3.24E+05,2.74E+05,29796,51772,69788,22917,85846,3.35E+05,1.90E+05,2.75E+05,3.38E+05,3.23E+05,2.78E+05,85136,1.93E+05,65651,90439,69500,65428,6771.7,7584.4,16823,667.29,18040,52506,30860,48413,52442,52598,49010,32707,48156,27133,45255,27527,29791,3266.1,3527.6,9176.8,312.12,8992.2,29583,14496,28997,29677,30015,28973,35160,27981,11309,78227,12783,13923,1127.6,1227.4,2178.8,191.35,2311.8,7721.3,3844,8106.8,7800.4,7767.5,8132.6,41337,35439,8552.4,89092,9989,10283,436.04,656.13,854.86,156,778,2834.8,1620,3824.3,2878.7,2887.3,3815.7,0.12962,0
6.75E+05,1.23E+06,3.60E+05,4.52E+05,3.24E+05,2.74E+05,29825,51838,69882,22996,85955,3.35E+05,1.90E+05,2.75E+05,3.39E+05,3.23E+05,2.78E+05,85111,1.93E+05,65612,90357,69448,65383,6771.1,7580,16827,668.49,18047,52503,30869,48403,52438,52594,48999,32702,48119,27127,45260,27516,29790,3264.8,3526.8,9172.7,312.1,8991.9,29587,14497,29004,29681,30019,28979,35182,28000,11319,78230,12787,13922,1128.1,1227.5,2178.6,191.36,2312.5,7722.3,3845,8107.7,7801.6,7768.9,8133.8,41359,35459,8561.2,89106,9991.9,10284,436.14,656.48,854.96,156.01,778.03,2836.9,1620.7,3826.2,2880.7,2889.3,3817.7,0.12941,0
6.75E+05,1.23E+06,3.60E+05,4.51E+05,3.24E+05,2.74E+05,29868,51935,69984,23098,86118,3.36E+05,1.90E+05,2.75E+05,3.39E+05,3.24E+05,2.78E+05,85073,1.93E+05,65575,90313,69407,65370,6772.2,7578,16832,670.01,18059,52500,30879,48405,52436,52591,49002,32702,48103,27121,45251,27506,29786,3264.4,3525.6,9170.6,311.96,8992.4,29592,14499,29011,29686,30024,28985,35202,28007,11328,78238,12792,13922,1128.5,1227.6,2178.2,191.37,2313.5,7723.9,3845.8,8109,7803.4,7771,8135.3,41377,35474,8569.4,89110,9993.6,10286,436.2,656.81,855,156.05,778.18,2838.4,1621.4,3827.4,2882,2890.8,3819.2,0.12907,0
6.74E+05,1.23E+06,3.60E+05,4.51E+05,3.24E+05,2.73E+05,29847,51904,69950,23076,86100,3.36E+05,1.90E+05,2.75E+05,3.39E+05,3.24E+05,2.78E+05,85061,1.93E+05,65552,90272,69385,65345,6769.8,7575.3,16833,669.68,18060,52488,30879,48391,52424,52578,48988,32704,48094,27120,45245,27505,29786,3264.2,3525.3,9171.4,311.8,8993.1,29602,14502,29021,29696,30034,28993,35222,28016,11338,78234,12798,13922,1129,1227.9,2178.3,191.35,2314.5,7725.9,3846.8,8110.3,7805.7,7773.3,8136.8,41401,35487,8579.3,89111,9997.5,10289,436.35,657.12,855.13,156.05,778.27,2840,1622.1,3829,2883.4,2892.5,3820.8,0.128,0
1.24E+06,1.92E+06,9.87E+05,6.36E+05,4.66E+05,3.56E+05,24792,33357,64306,1049.1,43955,6.22E+05,2.99E+05,4.72E+05,6.23E+05,6.32E+05,4.75E+05,1.65E+05,2.31E+05,1.06E+05,1.05E+05,73107,89597,5319.4,5759.7,14369,427.72,16375,63896,33405,65452,65005,65376,66525,1.84E+05,1.73E+05,1.14E+05,1.28E+05,73974,79547,4989.2,6682.5,11266,281.71,14297,39382,21229,40151,38851,39493,40551,1.22E+06,4.85E+05,7.70E+05,5.08E+05,2.83E+05,2.14E+05,10365,9766.4,7847.2,221.51,8296.8,64732,28887,58583,64714,65456,58823,1.56E+06,1.04E+06,1.08E+06,1.04E+06,4.05E+05,4.90E+05,12919,17799,12089,197.9,7546.3,1.02E+05,44272,88459,1.02E+05,1.02E+05,88596,0.12672,0
1.24E+06,1.92E+06,9.86E+05,6.36E+05,4.65E+05,3.56E+05,24795,33356,64278,1049.6,43936,6.22E+05,2.99E+05,4.72E+05,6.23E+05,6.32E+05,4.75E+05,1.65E+05,2.31E+05,1.06E+05,1.05E+05,73071,89597,5317.7,5757.1,14355,427.75,16371,63895,33399,65453,65005,65377,66528,1.84E+05,1.73E+05,1.14E+05,1.28E+05,73978,79544,4990.2,6682.7,11266,281.71,14300,39384,21230,40152,38853,39496,40552,1.22E+06,4.85E+05,7.70E+05,5.08E+05,2.84E+05,2.14E+05,10372,9765.8,7850,221.51,8300.9,64761,28901,58611,64742,65486,58851,1.56E+06,1.04E+06,1.08E+06,1.04E+06,4.05E+05,4.90E+05,12917,17804,12095,197.93,7544.6,1.02E+05,44293,88496,1.02E+05,1.02E+05,88633,0.12524,0
1.24E+06,1.92E+06,9.84E+05,6.34E+05,4.65E+05,3.55E+05,24763,33348,64180,1050.5,43885,6.20E+05,2.98E+05,4.71E+05,6.21E+05,6.30E+05,4.73E+05,1.65E+05,2.30E+05,1.06E+05,1.05E+05,73006,89620,5316.5,5752.6,14340,427.89,16362,63836,33376,65410,64945,65318,66485,1.84E+05,1.73E+05,1.14E+05,1.28E+05,73999,79558,4993.6,6685.3,11269,281.67,14309,39394,21236,40161,38863,39506,40561,1.22E+06,4.85E+05,7.71E+05,5.08E+05,2.84E+05,2.14E+05,10380,9767.7,7854.3,221.56,8304.9,64824,28929,58658,64805,65550,58899,1.56E+06,1.04E+06,1.08E+06,1.04E+06,4.05E+05,4.91E+05,12915,17820,12108,197.95,7543.4,1.02E+05,44339,88559,1.02E+05,1.03E+05,88696,0.12303,0
1.24E+06,1.91E+06,9.81E+05,6.33E+05,4.64E+05,3.54E+05,24718,33312,64076,1050.5,43842,6.18E+05,2.97E+05,4.69E+05,6.20E+05,6.29E+05,4.72E+05,1.64E+05,2.30E+05,1.06E+05,1.05E+05,72900,89481,5312.2,5747.7,14325,427.94,16345,63773,33341,65348,64881,65255,66423,1.83E+05,1.73E+05,1.14E+05,1.28E+05,73835,79346,4990.4,6676.2,11257,281.58,14311,39352,21215,40137,38822,39464,40536,1.22E+06,4.83E+05,7.68E+05,5.06E+05,2.83E+05,2.14E+05,10343,9733.8,7830.2,221.55,8281.4,64598,28831,58468,64579,65322,58707,1.55E+06,1.04E+06,1.07E+06,1.04E+06,4.03E+05,4.89E+05,12867,17752,12063,197.85,7516.9,1.01E+05,44170,88235,1.02E+05,1.02E+05,88372,0.12129,0
1.23E+06,1.91E+06,9.79E+05,6.32E+05,4.63E+05,3.54E+05,24689,33285,63995,1050.5,43811,6.17E+05,2.97E+05,4.68E+05,6.18E+05,6.27E+05,4.71E+05,1.64E+05,2.29E+05,1.05E+05,1.04E+05,72827,89371,5309,5744.9,14314,428.01,16332,63714,33314,65284,64821,65196,66359,1.83E+05,1.72E+05,1.14E+05,1.28E+05,73716,79188,4989.4,6670.5,11249,281.52,14313,39314,21197,40113,38786,39428,40511,1.22E+06,4.82E+05,7.66E+05,5.05E+05,2.82E+05,2.13E+05,10315,9708.2,7812,221.52,8264.1,64428,28758,58324,64409,65151,58563,1.55E+06,1.03E+06,1.07E+06,1.03E+06,4.02E+05,4.87E+05,12829,17700,12029,197.78,7496.8,1.01E+05,44042,87992,1.01E+05,1.02E+05,88128,0.11943,0
