DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
965320,1189600,718530,622510,727040,601180,38132,45527,173660,150920,150800,449910,922910,401680,647280,650080,643190,154870,205270,173450,126750,121860,123910,11290,11140,37466,32657,29921,101360,148540,109590,138270,128330,181430,95106,74037,182380,70878,68553,68571,6202.8,5916.1,20005,17176,22529,82055,72995,117430,119550,77754,201250,148890,120500,874560,207940,95883,194610,3069,3478,9745.2,8672.9,12405,57157,33064,95983,82477,39929,168910,159600,131430,933630,212000,123320,198380,2190.8,2153.2,5442.5,5645,9149.4,58045,23803,100580,85301,34827,190260,0.30314,0
964720,1188700,718320,622240,726700,600900,38106,45495,173470,150780,150710,449580,920980,401490,646940,649790,642960,154780,205160,173370,126750,121810,123920,11291,11140,37466,32653,29920,101350,148390,109580,138260,128330,181400,95036,74014,182330,70858,68556,68551,6199,5915,20006,17182,22531,82081,72967,117470,119590,77756,201290,148840,120480,874280,207890,95831,194570,3068.2,3477.4,9744.5,8671.9,12406,57168,33054,96019,82502,39922,168970,159520,131380,933430,211940,123250,198330,2190.7,2153.6,5443.3,5645.1,9150.5,58058,23808,100630,85341,34828,190330,0.29934,0
963960,1188200,717880,622250,726300,600900,38081,45476,173370,150720,150710,449400,919780,401520,646810,649770,643020,154740,205120,173370,126800,121830,123960,11295,11142,37475,32660,29928,101380,148330,109650,138330,128400,181500,95013,73993,182310,70839,68572,68532,6196.7,5915.3,20006,17186,22536,82098,72947,117510,119620,77759,201340,148820,120460,874190,207850,95832,194530,3068.5,3477.7,9745.9,8672.2,12408,57184,33051,96058,82526,39920,169030,159480,131380,933410,211920,123260,198310,2191.5,2154.5,5444.8,5645.8,9152.5,58082,23814,100680,85376,34831,190380,0.29373,0
963480,1188200,717590,622290,726130,600950,38076,45468,173370,150740,150770,449410,919300,401670,646860,649930,643250,154770,205090,173380,126810,121890,123980,11301,11142,37488,32668,29934,101430,148330,109700,138420,128460,181570,94993,73994,182320,70839,68601,68532,6195.3,5916.3,20004,17186,22539,82097,72933,117540,119620,77753,201370,148810,120460,874190,207840,95870,194530,3069.6,3478.9,9749.4,8674.2,12412,57207,33053,96089,82548,39925,169050,159500,131370,933690,211910,123350,198300,2193.4,2155.5,5447.5,5647.6,9154.7,58122,23826,100730,85416,34843,190420,0.29154,0
1527000,1100600,1091500,522770,814550,522700,45250,54471,170910,158300,216080,521170,405110,489950,739620,818860,818580,167210,201150,174800,111980,107310,108650,12932,9226.7,43545,39237,32758,100800,94792,102860,130780,114860,159390,84849,71184,219190,67029,55681,65322,5878.9,5532.5,21279,16934,19394,90878,57578,105060,140720,74988,184770,122120,100450,727310,156630,50301,150780,2928.6,2962.4,9740,8699.6,12304,50524,29016,92506,83946,36229,169690,121550,97668,726150,158660,47419,151920,1537.6,1695,5487.7,5355.9,8447.6,49191,24436,93764,88684,31330,187820,0.28923,0
1523800,1099800,1089700,522160,813170,522080,45192,54423,170680,158130,215800,520520,404700,489270,738740,817780,817520,167040,200960,174740,111930,107290,108600,12930,9226.2,43521,39212,32735,100740,94742,102810,130700,114790,159330,84784,71141,219150,67005,55668,65298,5877.6,5530.2,21273,16930,19386,90830,57558,105060,140610,74954,184760,122140,100460,727240,156630,50286,150790,2928.6,2961.8,9736.7,8697.1,12302,50491,29011,92525,83877,36215,169720,121530,97661,726180,158650,47395,151900,1537.2,1695.1,5485.9,5356.1,8450.3,49170,24435,93797,88630,31316,187870,0.28706,0
1520900,1098300,1087800,521570,811790,521480,45129,54398,170440,157980,215610,519790,404260,488660,737710,816600,816520,166840,200780,174610,111870,107220,108540,12924,9227.5,43491,39182,32715,100660,94676,102740,130610,114710,159250,84733,71096,219170,66988,55669,65281,5876,5525.2,21269,16927,19376,90811,57553,105080,140550,74939,184790,122160,100450,727200,156610,50268,150770,2927.8,2960.6,9731.3,8692.8,12299,50451,29002,92548,83798,36194,169750,121490,97636,726240,158650,47372,151910,1536.8,1695.3,5484.9,5357.6,8454.3,49160,24440,93837,88595,31313,187930,0.28501,0
1518500,1096800,1086300,520990,810570,520910,45070,54375,170220,157890,215490,519100,403910,488200,736750,815610,815680,166640,200620,174490,111840,107160,108510,12920,9230.4,43465,39148,32695,100590,94607,102700,130550,114650,159240,84634,71023,219090,66951,55659,65243,5873.3,5521.7,21262,16921,19368,90787,57539,105090,140510,74924,184820,122150,100440,727070,156570,50248,150730,2927.2,2959.9,9727.7,8690.1,12297,50420,28997,92578,83735,36179,169800,121450,97580,726250,158610,47358,151870,1536.2,1695.5,5483.9,5358.7,8458.1,49146,24443,93873,88560,31306,187980,0.28225,0
1517100,1095700,1085300,520540,809830,520460,45025,54352,170070,157850,215450,518670,403720,487910,736120,815010,815180,166520,200490,174450,111810,107160,108480,12921,9230.4,43450,39125,32676,100560,94562,102650,130530,114630,159200,84555,70964,218880,66910,55642,65204,5870.2,5519,21254,16919,19359,90781,57532,105080,140500,74921,184820,122170,100430,727050,156540,50238,150710,2927.3,2959.8,9726.6,8688.9,12297,50404,28992,92592,83697,36167,169830,121470,97548,726530,158570,47350,151840,1536.1,1695.3,5483.9,5358.3,8458.3,49140,24440,93878,88546,31298,187990,0.27961,0
1516300,1095000,1084700,520010,809400,519940,44990,54305,169970,157820,215430,518430,403640,487780,735710,814580,814780,166460,200470,174410,111820,107130,108490,12921,9232.4,43440,39116,32668,100500,94543,102630,130460,114600,159200,84513,70917,218700,66887,55616,65183,5868.3,5517.5,21242,16912,19353,90683,57497,105070,140340,74865,184810,122190,100430,727110,156540,50234,150710,2927.1,2959.9,9723.8,8688,12298,50353,28983,92614,83604,36150,169870,121510,97532,727070,158560,47350,151830,1535.7,1695.4,5480,5356.5,8460.3,49080,24426,93898,88434,31272,188020,0.27688,0
1515700,1094600,1084100,519730,809030,519650,44975,54270,169950,157830,215390,518310,403590,487700,735490,814350,814540,166410,200420,174380,111810,107110,108470,12918,9233.3,43429,39102,32659,100470,94514,102610,130410,114570,159180,84491,70888,218610,66864,55599,65162,5866.9,5516.9,21234,16909,19351,90630,57477,105070,140260,74836,184810,122200,100450,727190,156560,50231,150730,2927,2960.3,9723.6,8689.2,12300,50330,28982,92635,83560,36144,169910,121580,97531,727680,158570,47356,151850,1535.7,1695.5,5478.6,5356,8461.7,49056,24421,93916,88388,31261,188050,0.27503,0
915040,1544400,729920,664110,577930,616210,36694,87379,191650,202640,272970,492280,454960,552940,711370,793380,850720,191010,186540,221100,111220,161440,108480,13533,9024.1,47115,38219,35658,133080,103890,117000,179860,149660,193230,80341,88645,154660,67267,51322,67541,5338.9,5280.8,24758,22198,23111,126080,80083,155100,192240,98383,256690,106510,89279,680620,130820,49901,126960,3077.8,3259.2,12161,11278,15319,80781,44230,121220,135070,53907,210690,105780,93875,635630,122100,38976,119600,1598.7,1888.8,6894.3,6648,10480,65891,32309,117660,120810,43238,236590,0.27269,0
915360,1544900,729870,664480,577880,616520,36696,87376,191560,202560,272880,492060,454780,552640,710990,792980,850250,191070,186600,221130,111250,161480,108500,13537,9021.9,47129,38219,35657,133130,103910,117030,179930,149700,193290,80370,88683,154680,67276,51330,67549,5338.3,5282.6,24755,22201,23117,126130,80108,155160,192330,98402,256790,106500,89282,680440,130830,49890,126970,3077,3259,12159,11276,15319,80819,44238,121240,135160,53919,210740,105770,93890,635380,122130,38977,119620,1599.2,1889.4,6898.6,6650.9,10482,65943,32325,117680,120900,43263,236650,0.26797,0
916050,1542400,730050,665060,577920,616960,36704,87401,191450,202450,272720,491710,454420,552140,710380,792380,849450,191150,186510,221060,111280,161460,108520,13544,9018.4,47143,38210,35644,133110,103880,116970,179850,149630,193200,80380,88693,154710,67240,51320,67512,5335,5282.2,24725,22181,23109,125900,79997,155070,191970,98256,256640,106470,89239,680170,130830,49870,126960,3075,3258.5,12142,11263,15313,80683,44176,121230,134940,53842,210750,105670,93841,635070,122090,38976,119590,1599,1889.9,6894.3,6648.3,10484,65895,32304,117700,120810,43229,236690,0.26255,0
916980,1540500,730410,665590,578010,617350,36718,87431,191360,202320,272550,491360,454010,551580,709660,791520,848420,191220,186480,220990,111350,161470,108580,13548,9017.4,47143,38197,35643,133080,103840,116920,179780,149570,193090,80344,88694,154610,67195,51299,67463,5331.7,5282.2,24696,22161,23102,125690,79890,155010,191630,98123,256550,106430,89200,680040,130810,49855,126940,3073.7,3258.4,12129,11252,15309,80569,44124,121240,134760,53775,210770,105620,93789,634920,122040,38980,119540,1598.8,1890.5,6890,6646.4,10487,65848,32287,117730,120710,43198,236750,0.2571,0
917030,1539400,730090,666350,577860,617900,36728,87493,191270,202230,272460,491010,453670,551130,708970,790840,847550,191250,186430,220920,111420,161450,108640,13550,9018.4,47125,38180,35632,133040,103810,116870,179720,149510,193030,80319,88686,154520,67178,51284,67442,5329.1,5282.5,24678,22152,23102,125540,79827,154990,191400,98045,256520,106410,89180,679790,130800,49834,126920,3072.7,3259,12120,11244,15310,80496,44087,121260,134640,53730,210820,105580,93746,634900,122000,38987,119490,1598.9,1891.1,6887.4,6645,10490,65824,32276,117760,120670,43178,236810,0.25248,0
917440,1538000,730210,665540,577840,617200,36720,87414,191190,202150,272300,490790,453420,550790,708510,790510,846910,191200,186370,220840,111380,161400,108600,13549,9019.7,47113,38168,35621,132990,103790,116840,179620,149460,193000,80317,88694,154500,67167,51277,67430,5326.5,5281.1,24663,22143,23097,125410,79769,154960,191210,97986,256460,106400,89163,679730,130810,49827,126930,3072.6,3259.7,12114,11238,15310,80427,44058,121260,134530,53697,210810,105600,93715,635070,121950,38998,119440,1598.9,1891.1,6884.9,6643.3,10489,65793,32266,117760,120610,43161,236800,0.24817,0
918080,1537500,730470,665170,577960,616860,36726,87384,191150,202110,272210,490670,453290,550640,708290,790370,846650,191190,186370,220840,111380,161400,108600,13549,9022.2,47108,38165,35620,132970,103790,116820,179590,149450,192980,80318,88702,154460,67164,51271,67425,5325,5279.5,24658,22136,23092,125340,79730,154920,191120,97948,256390,106400,89161,679730,130810,49829,126930,3073.2,3260.1,12113,11235,15310,80392,44040,121230,134460,53678,210760,105650,93701,635310,121920,39010,119410,1598.8,1891,6882.3,6641.3,10487,65762,32256,117730,120550,43150,236750,0.24439,0
1133600,1456700,991940,486350,796810,478050,57523,56532,247040,207430,238690,632250,516820,633180,877050,899660,855950,193630,208040,216610,112270,153860,109730,12906,12294,39517,35745,35184,97745,84199,100630,126130,117940,151660,78696,70722,155510,62479,48171,63205,5112.3,5458.2,15340,13389,19408,45017,34162,93602,66937,47529,165230,98571,61306,633170,125420,44447,124280,2909.1,3290.6,8851.6,7490.7,11646,36896,22156,75155,54588,27767,133470,111260,58270,625620,102960,39050,101990,1255.6,1329.7,3643.7,3645.6,6560.9,30024,15403,68707,51932,20543,141040,0.24268,0
1132700,1456200,991560,486370,796510,478090,57523,56570,247090,207460,238770,632350,516930,633460,877200,899910,856250,193530,207960,216580,112270,153840,109740,12906,12296,39515,35746,35185,97741,84203,100650,126130,117950,151690,78684,70730,155540,62492,48171,63217,5112.6,5457.8,15343,13391,19408,45024,34156,93605,66949,47515,165240,98579,61304,633240,125430,44453,124290,2909,3290.3,8853.5,7492.1,11646,36898,22161,75170,54589,27768,133500,111260,58260,625630,102950,39048,101980,1255.4,1329.6,3643.5,3645.1,6560.1,30024,15401,68700,51932,20541,141020,0.24272,0
1132300,1455900,991490,486440,796270,478190,57495,56624,247090,207500,238880,632360,517080,633740,877260,900170,856530,193510,207870,216580,112280,153850,109750,12911,12305,39522,35756,35197,97739,84218,100700,126120,117960,151750,78707,70760,155610,62513,48188,63237,5114.1,5457,15343,13388,19401,45006,34125,93570,66927,47472,165170,98592,61287,633240,125430,44460,124290,2908.7,3290.2,8854.2,7492.8,11645,36889,22161,75175,54570,27764,133510,111240,58232,625690,102940,39053,101970,1255.3,1329.8,3642.5,3644.4,6560,30018,15399,68700,51923,20535,141030,0.24274,0
1131900,1455200,990890,486540,795440,478270,57412,56591,246800,207270,238570,631470,516440,633010,876060,899010,855560,193550,207780,216520,112260,153850,109730,12914,12306,39521,35747,35183,97683,84177,100660,126030,117880,151680,78725,70771,155580,62496,48189,63220,5115.3,5456.4,15337,13379,19393,44960,34090,93506,66833,47417,165040,98583,61241,633130,125400,44459,124260,2907.3,3288.9,8850.6,7489.2,11640,36856,22152,75175,54516,27751,133510,111220,58164,625680,102920,39052,101950,1254.8,1329.9,3638.1,3641.6,6559.3,29971,15386,68694,51836,20511,141020,0.24502,0
1131400,1454000,990360,486330,794900,478060,57359,56543,246640,207140,238330,630930,516050,632560,875360,898330,855010,193560,207660,216500,112210,153860,109690,12915,12309,39531,35754,35184,97660,84166,100660,125990,117840,151650,78719,70760,155590,62475,48183,63201,5115.7,5455.8,15334,13374,19387,44926,34057,93451,66767,47366,164930,98575,61194,632980,125370,44464,124220,2906.3,3288.3,8847.7,7486,11637,36834,22146,75178,54478,27745,133520,111210,58104,625750,102880,39048,101910,1254.5,1329.9,3634.6,3639.1,6558.7,29937,15375,68691,51772,20492,141010,0.24868,0
1130800,1453000,989850,486070,794340,477810,57314,56504,246470,207010,238170,630420,515680,632160,874710,897700,854500,193550,207490,216500,112150,153890,109630,12917,12313,39538,35754,35181,97648,84148,100620,125960,117790,151570,78705,70760,155520,62452,48181,63178,5115.1,5455.5,15333,13370,19382,44896,34035,93412,66711,47326,164840,98564,61160,632920,125360,44474,124210,2906.1,3288.5,8846.5,7484.6,11637,36817,22144,75189,54447,27740,133530,111230,58075,625860,102880,39049,101910,1254.4,1330,3632.2,3637.7,6559.6,29910,15371,68707,51722,20481,141040,0.25182,0
1130500,1452500,989490,485940,794010,477700,57294,56483,246430,207020,238140,630220,515630,632070,874470,897530,854390,193530,207390,216500,112120,153880,109600,12916,12313,39539,35758,35173,97628,84146,100600,125930,117770,151540,78696,70740,155470,62427,48173,63153,5113.6,5454.6,15331,13365,19374,44877,34022,93381,66672,47302,164790,98550,61143,632760,125340,44471,124190,2905.9,3288.7,8845.5,7483.1,11638,36804,22139,75181,54426,27735,133500,111260,58055,626010,102890,39055,101920,1254.3,1330,3630.7,3637,6560.2,29892,15368,68717,51691,20474,141050,0.25515,0
1241800,1000600,1025300,522040,747310,514180,43176,58010,146380,131180,152930,458590,342520,416380,667480,721610,667980,157910,169490,184700,94334,122000,93695,12210,10173,41167,34889,32200,97325,78892,82920,122290,105230,121980,69164,52874,172900,49378,48121,49284,6021.1,5486.8,17176,11833,16270,52958,31140,52357,70089,43651,82787,102260,59747,554750,109860,42132,108980,2751.1,2893.1,7614.1,6489,8467.9,27558,17838,40134,40958,23778,67384,109850,53056,566060,90866,36902,90209,1180.2,1078.9,2851,2444.5,4037.9,18727,9141.6,33065,30420,12566,66239,0.25854,0
1240200,999920,1024000,521880,747020,514070,43169,57994,146350,131150,152880,458470,342430,416300,667350,721350,667970,157840,169390,184620,94322,121970,93684,12208,10173,41161,34881,32207,97330,78884,82914,122290,105230,121950,69167,52846,172810,49352,48115,49257,6021,5484.7,17173,11827,16266,52960,31127,52331,70095,43647,82738,102280,59757,554860,109890,42130,109010,2750.8,2892.3,7613.5,6488.6,8467.8,27553,17833,40120,40947,23768,67350,109900,53068,566120,90875,36906,90219,1180.2,1078.5,2850.5,2443.9,4035.8,18723,9137.6,33045,30410,12559,66201,0.26189,0
1238800,998740,1022900,521780,746590,514050,43166,58004,146310,131100,152830,458360,342290,416220,667170,721030,667980,157780,169270,184540,94313,121910,93678,12204,10174,41151,34870,32220,97321,78884,82900,122270,105220,121900,69134,52832,172700,49327,48083,49232,6017.4,5482.4,17168,11824,16261,52970,31118,52288,70122,43651,82665,102290,59778,554990,109920,42127,109050,2750.2,2891.3,7612.4,6487,8465.2,27550,17823,40075,40941,23753,67269,109960,53092,566230,90898,36916,90242,1180.2,1077.7,2850.1,2442,4031.2,18721,9129.5,32999,30404,12551,66118,0.26696,0
1238100,998300,1022300,522050,746470,514380,43176,58033,146360,131130,152880,458480,342340,416400,667370,721170,668380,157800,169230,184540,94329,121920,93697,12203,10174,41161,34875,32226,97364,78917,82900,122320,105260,121890,69111,52815,172620,49306,48049,49209,6013.1,5481.3,17162,11824,16258,52979,31111,52249,70151,43647,82590,102300,59817,555070,109960,42134,109080,2750,2890.3,7613.7,6486.8,8461.7,27558,17816,40021,40953,23744,67173,109980,53129,566360,90937,36922,90284,1180.2,1077,2850.4,2440.2,4025.6,18728,9121.9,32934,30413,12543,65992,0.27397,0
1236600,997710,1021100,522150,745960,514520,43181,58043,146430,131180,152960,458650,342450,416610,667450,721190,668690,157800,169200,184560,94332,121930,93701,12202,10173,41162,34882,32230,97391,78946,82886,122370,105310,121860,69076,52804,172540,49286,48014,49187,6009.6,5480.1,17157,11823,16252,53005,31106,52193,70208,43641,82484,102290,59851,555000,109990,42134,109120,2750,2890.2,7616.3,6487.7,8459.6,27580,17814,39974,40991,23744,67088,110020,53161,566480,90958,36926,90308,1180.3,1076.3,2851.6,2439.4,4021.1,18748,9118.5,32882,30446,12541,65893,0.27897,0
1235600,997120,1020400,522150,745600,514560,43174,58035,146470,131200,153000,458810,342530,416730,667510,721270,668950,157830,169210,184570,94343,121940,93714,12197,10172,41150,34876,32227,97400,78974,82885,122410,105360,121880,69050,52807,172520,49275,47998,49177,6006.5,5479.7,17151,11821,16245,53014,31099,52164,70238,43641,82426,102290,59873,554960,110020,42133,109140,2750.1,2891.1,7618.4,6489,8459.2,27598,17814,39949,41025,23749,67044,110060,53176,566610,90975,36928,90326,1180.6,1076,2853.3,2439.4,4018.6,18776,9120.1,32855,30494,12546,65844,0.28398,0
1235000,996710,1020100,522090,745490,514540,43181,58028,146550,131250,153010,459000,342630,416800,667630,721390,669140,157860,169160,184570,94323,121950,93693,12196,10171,41146,34878,32233,97398,79004,82901,122440,105400,121890,69030,52811,172490,49278,47991,49179,6004,5478.3,17147,11821,16240,53003,31095,52154,70235,43639,82415,102270,59889,554950,110020,42129,109150,2750,2891.3,7619.1,6490.1,8459.7,27599,17815,39942,41029,23753,67038,110080,53187,566600,90975,36929,90326,1180.7,1076.1,2853.7,2439.1,4018,18781,9120.2,32850,30504,12547,65839,0.29003,0
798680,1012800,593010,504640,630090,489030,52597,63058,230160,232510,258660,614230,563260,610400,905570,952100,950490,143210,156410,156330,104890,109360,102970,11644,9561.2,41329,36356,27781,122580,91798,103760,161410,119950,164280,78679,63686,169590,57244,59121,57883,5659.5,5962.7,22860,18941,23149,115100,64384,120300,172130,81161,200870,95373,61661,578920,107620,49225,104750,2782.2,3097.5,9563.2,8204.5,10855,58902,26584,71441,98283,33456,127090,89252,55257,529530,99551,49629,98506,1360,1611.6,5198.9,4831.6,7514.2,49773,21097,79133,94703,28658,162710,0.29668,0
799190,1013300,593260,504760,630270,489110,52632,63078,230280,232660,258800,614460,563510,610690,905840,952450,950910,143260,156420,156360,104890,109380,102970,11647,9561,41341,36362,27785,122620,91817,103790,161470,119980,164350,78704,63717,169640,57256,59133,57894,5660.6,5965.2,22869,18950,23160,115170,64429,120400,172250,81207,201030,95399,61687,579040,107660,49237,104770,2782.6,3098.3,9565.2,8207.4,10860,58927,26598,71498,98327,33469,127200,89288,55286,529690,99577,49644,98532,1360.2,1612.4,5200.4,4834.3,7519.9,49795,21110,79206,94748,28674,162860,0.30166,0
