DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
3072300,3147900,782390,2171500,770710,813500,101240,101530,283820,292090,323440,582710,569310,475450,1480400,1075900,963100,182240,189010,105880,141070,105770,126950,12620,12226,37322,30372,48141,105870,78288,85670,161920,154700,181150,78304,73947,104540,77658,107340,122480,15701,15517,53976,26770,67907,133290,58961,111600,149220,146490,228630,55948,45425,100600,73398,96337,76084,5859.2,8034.5,21299,11548,42524,80706,29187,80181,107110,89657,131980,35785,18104,64443,36300,60960,35446,2481.5,3041.3,12179,6236.1,22411,61366,15849,48242,62041,51650,91542,0.1736,0
3075100,3147200,782670,2169200,770960,813730,101220,101560,283870,292160,323530,583110,569720,475740,1480400,1077000,963950,182130,189020,105820,141130,105710,126980,12612,12222,37309,30363,48141,105870,78289,85677,161900,154700,181200,78312,73970,104550,77634,107350,122450,15715,15522,54027,26787,67911,133360,58965,111600,149080,146380,228540,55975,45429,100630,73397,96368,76107,5861.1,8035.6,21298,11545,42524,80716,29194,80186,107070,89653,132050,35810,18105,64484,36295,61002,35424,2481.9,3040.6,12176,6234.8,22406,61377,15851,48231,62041,51654,91535,0.16924,0
3080300,3148900,783260,2168800,771510,814460,101270,101660,284050,292420,323780,583750,570420,476260,1481300,1078700,965250,182120,189110,105770,141260,105660,127030,12608,12221,37307,30364,48155,105900,78305,85720,161900,154720,181290,78333,74004,104620,77634,107430,122500,15732,15536,54102,26816,67961,133520,59003,111670,149030,146350,228560,56006,45437,100690,73406,96429,76163,5863.6,8038.7,21304,11546,42544,80770,29211,80232,107120,89704,132180,35834,18108,64548,36288,61064,35413,2482.6,3040.6,12177,6235.8,22409,61411,15859,48239,62078,51682,91552,0.16507,0
3079500,3147400,782950,2167300,771210,814650,101250,101720,284280,292680,324120,584400,571210,476880,1482300,1080000,966070,182020,189020,105730,141210,105620,127060,12602,12221,37304,30363,48151,105900,78303,85736,161890,154730,181300,78337,74017,104640,77621,107460,122510,15757,15552,54209,26852,68008,133710,59052,111720,149010,146340,228560,56019,45443,100660,73416,96403,76176,5865.7,8038.1,21311,11544,42533,80802,29208,80216,107080,89680,132160,35842,18107,64537,36282,61050,35402,2483.3,3039.7,12182,6236.4,22401,61453,15858,48221,62056,51667,91520,0.1612,0
801940,900340,610120,684120,603630,613190,65547,72780,236400,191140,270330,556720,487140,449790,1155300,955610,885170,137260,107160,74523,89715,74332,86183,11324,12122,31187,24580,39246,74996,53511,55632,103440,94383,102530,83955,65285,71763,66383,71755,88515,11381,9799.1,36787,18717,36193,104120,43199,56808,93846,90503,127930,39473,35860,57926,53491,54157,45128,4770.5,4617.7,15684,7181.2,16261,64315,16425,28715,43407,35673,55965,32930,15475,38584,30710,35808,25017,2494.7,2222.4,10272,4151.2,10952,55389,9899.6,21995,31836,22924,39941,0.15698,0
802070,900540,609960,684120,603490,613310,65552,72802,236430,191180,270390,556770,487230,449890,1155600,955660,885370,137320,107210,74559,89755,74368,86225,11328,12126,31192,24579,39257,75015,53514,55638,103460,94406,102560,83944,65268,71753,66383,71747,88520,11385,9800.4,36802,18721,36196,104160,43202,56805,93854,90505,127930,39481,35855,57922,53486,54153,45137,4770.7,4618.3,15685,7181.2,16259,64324,16424,28710,43423,35676,55956,32934,15477,38583,30711,35807,25020,2495.5,2222.1,10277,4151.9,10947,55409,9900.9,21987,31850,22928,39936,0.15656,0
801540,899980,609810,684210,603340,612760,65548,72804,236210,190940,270080,556090,486560,449360,1153600,954160,884160,137290,107210,74549,89784,74355,86256,11327,12134,31190,24573,39258,75016,53484,55610,103430,94357,102530,83918,65248,71757,66395,71749,88524,11375,9790.1,36767,18708,36164,104170,43188,56767,93863,90523,127930,39477,35842,57912,53466,54143,45141,4768.1,4614.4,15678,7176.8,16247,64298,16412,28694,43432,35677,55946,32930,15479,38577,30713,35804,25024,2496.6,2222,10280,4152.4,10940,55422,9901.2,21974,31866,22927,39917,0.15542,0
801090,899680,609610,684500,603080,612330,65525,72797,235900,190720,269680,555350,485880,448870,1151800,952720,882910,137310,107220,74552,89803,74355,86237,11329,12137,31186,24569,39248,75005,53459,55570,103380,94300,102470,83872,65226,71739,66401,71731,88513,11367,9782.3,36739,18701,36134,104170,43172,56725,93878,90537,127890,39470,35829,57902,53450,54132,45140,4765.9,4611.5,15671,7172.9,16231,64277,16401,28672,43445,35677,55924,32927,15482,38579,30716,35808,25030,2497.8,2222.2,10284,4152.9,10935,55427,9902.5,21964,31892,22931,39897,0.15201,0
800740,899270,609570,684520,602990,612110,65539,72841,235750,190620,269430,554930,485450,448590,1150700,951720,882080,137370,107250,74572,89836,74374,86243,11332,12141,31188,24568,39252,75012,53439,55537,103360,94272,102450,83856,65204,71697,66394,71689,88517,11360,9776.4,36722,18700,36113,104200,43168,56701,93906,90574,127900,39467,35823,57896,53446,54126,45151,4763.8,4609.3,15669,7171.6,16222,64281,16394,28661,43471,35690,55926,32934,15489,38590,30720,35821,25042,2500.1,2222.6,10292,4155,10933,55454,9907.2,21960,31928,22943,39886,0.14697,0
800340,899030,609570,684390,602960,611960,65559,72891,235640,190580,269260,554670,485170,448460,1150100,951100,881620,137430,107240,74575,89821,74375,86198,11340,12146,31196,24570,39257,75006,53433,55522,103310,94232,102430,83861,65188,71663,66383,71657,88497,11355,9772.3,36706,18699,36096,104200,43157,56679,93920,90572,127860,39472,35827,57912,53453,54137,45142,4763.7,4608.7,15671,7172.2,16216,64295,16391,28655,43498,35699,55917,32949,15498,38614,30729,35844,25054,2502.8,2223.5,10302,4157.5,10934,55483,9911.4,21962,31962,22954,39874,0.14207,0
799970,898830,609380,684210,602790,612110,65566,72907,235640,190600,269210,554730,485180,448460,1150100,951070,881670,137450,107240,74585,89804,74383,86154,11346,12146,31202,24574,39247,75007,53426,55506,103300,94219,102420,83872,65192,71652,66383,71647,88467,11351,9769,36697,18695,36086,104200,43148,56659,93914,90571,127850,39476,35832,57921,53461,54144,45138,4763.8,4608.3,15672,7171.4,16210,64300,16387,28645,43511,35702,55910,32952,15507,38625,30738,35855,25063,2504.1,2223.8,10307,4158,10933,55503,9912.5,21960,31977,22959,39867,0.1372,0
756470,483970,1134400,482200,1061100,481420,60010,69922,206310,178940,254700,447000,398950,336930,1039700,675140,660660,96519,116040,144900,118370,135600,97510,10300,9818.2,33838,22848,31345,96125,50547,51304,128620,99993,95277,68411,67728,85421,70278,82759,78965,8712.9,8847.1,38362,18478,29941,135480,40173,51587,135560,108340,106870,59645,45780,82153,65984,76077,43569,5478.5,4533.7,25025,9893.8,14543,106250,20374,27091,79440,57963,52393,46748,38044,53828,47317,49261,29489,4352.8,2088.5,18161,6083,8799.3,90559,13563,18544,60035,44470,39728,0.13205,0
756590,483800,1135200,482320,1061900,481640,60012,69949,206400,179020,254820,447120,399100,337070,1040200,675370,660880,96522,116020,144980,118380,135660,97531,10303,9817.8,33847,22848,31336,96156,50544,51300,128660,100000,95269,68412,67679,85444,70237,82779,78976,8713.5,8846.9,38373,18480,29949,135540,40173,51599,135560,108350,106870,59649,45780,82160,65981,76084,43566,5479.3,4533.4,25036,9897.4,14543,106300,20381,27092,79460,57982,52404,46759,38055,53830,47322,49263,29493,4353.7,2088.9,18170,6084.7,8799.1,90602,13568,18545,60051,44481,39735,0.12768,0
756730,483240,1136700,481830,1063200,481370,60008,69976,206540,179130,254940,447290,399180,337150,1040200,675440,660900,96492,115990,145090,118350,135750,97512,10302,9819.9,33834,22844,31330,96106,50541,51305,128610,100010,95271,68406,67646,85459,70215,82786,78935,8713.4,8844.2,38366,18477,29944,135520,40157,51588,135510,108290,106790,59667,45791,82178,65982,76100,43548,5479.9,4534.7,25040,9899.1,14542,106300,20383,27084,79467,57986,52398,46788,38080,53847,47334,49279,29494,4354.6,2089.4,18173,6085.8,8799.5,90617,13573,18548,60064,44486,39737,0.12359,0
756780,482770,1138800,481130,1065100,481120,60021,70003,206630,179140,255000,447350,399220,337270,1040000,675470,660950,96451,115970,145230,118330,135870,97492,10300,9819.5,33826,22837,31318,96063,50535,51303,128560,99981,95237,68420,67625,85482,70180,82798,78901,8711.8,8840.8,38357,18473,29940,135520,40144,51584,135470,108250,106730,59675,45784,82196,65952,76115,43535,5479.7,4535.4,25044,9899.1,14538,106300,20381,27073,79467,57988,52395,46785,38102,53845,47346,49279,29495,4354.6,2089.6,18176,6087.1,8798.8,90639,13579,18549,60078,44495,39738,0.12001,0
757270,482630,1138200,480750,1064500,481140,60029,70071,206860,179260,255210,447630,399380,337310,1040500,675770,661280,96447,115940,145000,118290,135670,97450,10300,9816.5,33827,22840,31310,96070,50548,51284,128520,99968,95227,68443,67624,85419,70166,82740,78876,8711.5,8836.5,38343,18467,29935,135490,40125,51582,135440,108220,106720,59689,45782,82190,65939,76111,43533,5480.6,4537.3,25051,9900.5,14538,106310,20383,27069,79459,57992,52397,46777,38106,53829,47352,49266,29496,4354,2090,18174,6086.6,8800.2,90631,13581,18553,60073,44495,39736,0.11834,0
757180,482480,1137000,480400,1063600,481010,60032,70140,207050,179400,255430,447890,399630,337450,1040300,676240,661570,96426,115890,144840,118250,135520,97408,10293,9810.5,33811,22828,31294,96036,50537,51261,128480,99945,95203,68445,67620,85383,70156,82707,78861,8712.3,8834.6,38329,18463,29933,135440,40113,51572,135370,108190,106700,59691,45779,82189,65927,76110,43536,5481.8,4540.3,25051,9900,14539,106270,20382,27066,79439,57979,52392,46767,38092,53812,47335,49251,29491,4352.7,2090,18169,6085.7,8800.6,90603,13581,18556,60048,44478,39727,0.11872,0
757340,482540,1136500,480090,1063100,480910,60058,70138,207190,179440,255490,447990,399740,337530,1040100,676470,661700,96422,115890,144760,118220,135460,97405,10291,9806.5,33805,22823,31291,96028,50540,51258,128460,99943,95210,68456,67616,85371,70161,82697,78854,8711.1,8835.1,38320,18461,29929,135400,40109,51565,135320,108160,106700,59690,45769,82191,65927,76112,43538,5481.4,4541.3,25046,9897.7,14537,106240,20379,27065,79425,57972,52394,46755,38073,53801,47320,49242,29487,4351.5,2089.9,18164,6085,8801.4,90573,13579,18559,60030,44468,39726,0.11973,0
568230,450290,343160,386070,344260,367490,41301,47642,151980,98614,179070,329080,301480,254300,477450,544600,516940,115450,79928,75344,71874,75331,90266,9816.7,10643,32752,21749,34864,86647,52846,51893,105290,94635,88959,69626,58373,64005,68475,63419,86546,7591.4,7663.6,36032,15341,24516,114360,34573,44115,114870,92859,89098,43565,33312,67854,54922,62803,44857,4008.9,4266.8,18433,7153.8,13245,70804,14851,25293,58562,43424,41975,32869,14821,36331,28755,33773,24300,2373.4,1802.4,13353,4817.3,7921.7,58560,9145.2,16453,42864,28313,30876,0.12156,0
568350,450130,343170,386020,344280,367420,41305,47663,152000,98615,179060,328980,301420,254260,477330,544460,516810,115460,79936,75355,71882,75343,90241,9820.3,10641,32760,21750,34863,86677,52838,51883,105290,94611,88917,69630,58349,64020,68469,63432,86571,7593.5,7662.7,36041,15342,24516,114400,34574,44115,114910,92882,89112,43568,33307,67858,54917,62807,44861,4009.6,4265.8,18441,7155.3,13245,70833,14853,25292,58577,43435,41985,32867,14820,36335,28754,33778,24302,2373.9,1802.3,13356,4818.6,7921.6,58577,9147.5,16451,42860,28311,30869,0.12509,0
568530,450240,343200,386130,344300,367330,41322,47685,152060,98647,179080,328970,301410,254220,477260,544340,516640,115460,79947,75356,71907,75345,90234,9825.6,10640,32771,21749,34857,86685,52820,51868,105290,94585,88871,69675,58349,64043,68486,63450,86618,7594.1,7661.8,36037,15340,24518,114410,34566,44117,114980,92932,89140,43580,33307,67867,54926,62815,44868,4011.3,4265.7,18447,7156.9,13247,70856,14858,25296,58604,43450,41993,32872,14817,36335,28752,33779,24304,2374.4,1802.7,13356,4818.8,7922.4,58582,9149.4,16452,42860,28306,30861,0.129,0
568650,450440,343120,386240,344210,367150,41316,47709,152040,98631,179060,328910,301350,254150,477060,544150,516410,115420,79932,75341,71890,75330,90170,9831,10638,32761,21734,34833,86610,52776,51833,105210,94514,88805,69728,58363,64059,68510,63464,86650,7593.9,7658.4,36020,15338,24521,114370,34562,44120,115000,92930,89112,43591,33311,67874,54936,62821,44865,4013.7,4265.2,18450,7157.5,13248,70857,14861,25299,58606,43451,41996,32878,14815,36337,28747,33782,24302,2374.4,1803,13352,4818.7,7923.7,58574,9151.3,16453,42850,28302,30856,0.135,0
568290,450340,343010,386210,344110,367110,41311,47732,152080,98676,179140,329010,301470,254230,477110,544250,516450,115340,79927,75302,71873,75291,90124,9828.8,10639,32747,21721,34819,86539,52733,51802,105140,94431,88737,69768,58373,64080,68538,63482,86699,7592.8,7655,36006,15337,24526,114340,34567,44126,115010,92934,89111,43605,33318,67881,54956,62829,44863,4016.6,4265.7,18451,7157.1,13249,70848,14863,25302,58611,43454,41993,32890,14812,36339,28742,33785,24302,2374.8,1803.5,13349,4818.8,7925.2,58574,9153.8,16455,42838,28292,30852,0.14142,0
568250,450470,342990,386070,344070,366840,41291,47719,152010,98621,179000,328830,301240,254070,476950,543960,516120,115340,79950,75272,71872,75261,90085,9828.9,10639,32740,21711,34807,86487,52703,51779,105060,94370,88691,69822,58379,64094,68545,63491,86705,7591.2,7651.1,35991,15338,24532,114290,34567,44125,114930,92866,89066,43599,33318,67843,54956,62794,44854,4016.2,4264.3,18443,7153.5,13246,70814,14859,25298,58593,43437,41982,32896,14814,36339,28740,33785,24305,2375.5,1803.7,13347,4818.1,7926.7,58560,9152.9,16459,42821,28283,30851,0.14768,0
568130,450650,342890,385990,343970,366690,41276,47723,151980,98586,178940,328730,301100,253990,476790,543680,515870,115310,79958,75246,71872,75233,90065,9828.8,10638,32740,21707,34802,86470,52689,51767,105010,94335,88664,69803,58377,64091,68535,63486,86683,7589.9,7648.9,35978,15335,24529,114240,34557,44112,114890,92822,89030,43601,33318,67827,54958,62779,44853,4016.3,4263.4,18439,7152.1,13244,70797,14857,25297,58579,43426,41975,32899,14818,36340,28740,33787,24312,2376.2,1803.9,13345,4817.9,7928.2,58555,9152.8,16463,42810,28277,30847,0.15203,0
711630,877430,868170,1562700,860380,636710,61892,77497,190620,183290,207450,409300,378030,312970,965720,646600,601830,120070,121290,93444,147330,93921,115290,12823,10994,35010,24176,42267,101170,58506,66419,135730,113540,117060,78964,71849,71488,81683,71273,94380,9354.6,10656,34562,16062,31401,114120,33924,53846,113680,96638,96931,56752,36141,70522,56668,66499,54376,6597.2,5281.8,24766,10262,18104,85476,21740,33713,77030,66731,70395,41843,20259,43828,32575,40561,31154,3813.7,2419.9,15026,5762.5,10484,64884,12559,22569,51275,37618,40547,0.15622,0
711870,877800,868750,1563800,860960,637010,61905,77555,190720,183410,207560,409510,378230,313140,966270,646890,602110,120090,121290,93465,147370,93942,115320,12826,10994,35023,24179,42271,101230,58516,66428,135780,113570,117090,78996,71866,71519,81711,71305,94416,9359.4,10661,34576,16071,31417,114170,33935,53873,113690,96657,96952,56773,36150,70540,56681,66516,54399,6600.8,5283.7,24777,10268,18113,85511,21751,33730,77065,66760,70423,41859,20265,43837,32577,40569,31161,3815.6,2420.3,15029,5764.1,10486,64896,12562,22573,51281,37624,40551,0.15856,0
712050,877820,866770,1558800,859080,635720,61904,77494,190790,183430,207700,409650,378440,313300,964770,647130,602220,120070,121230,93455,147220,93924,115300,12821,10991,34996,24163,42242,101130,58496,66388,135670,113530,117030,79008,71881,71521,81682,71304,94388,9361.4,10658,34555,16064,31396,114060,33928,53822,113590,96565,96908,56792,36158,70554,56691,66528,54411,6604.1,5285.4,24776,10268,18114,85483,21753,33727,77020,66717,70398,41869,20274,43839,32579,40571,31166,3817.2,2420.6,15024,5761.4,10481,64866,12554,22564,51277,37614,40546,0.16088,0
712160,876730,864840,1553900,857200,634520,61902,77435,190740,183300,207690,409540,378360,313210,963070,646960,602090,119920,121100,93374,147030,93842,115230,12812,10986,34965,24145,42204,101020,58459,66332,135530,113440,116920,79000,71868,71493,81632,71275,94326,9360.7,10653,34523,16052,31370,113920,33911,53770,113490,96469,96852,56803,36157,70553,56682,66528,54407,6603.1,5286,24757,10261,18110,85395,21746,33719,76970,66670,70378,41869,20279,43834,32568,40566,31163,3815.9,2420.1,15014,5757.4,10478,64813,12547,22556,51256,37591,40536,0.16241,0
712080,875910,863550,1550300,855970,633650,61878,77359,190740,183220,207740,409540,378360,313180,961890,646960,602070,119800,120970,93312,146880,93781,115220,12797,10979,34937,24135,42175,100920,58441,66307,135450,113390,116870,78986,71852,71467,81594,71247,94278,9359.4,10646,34500,16046,31351,113820,33903,53734,113420,96407,96838,56820,36141,70557,56663,66533,54397,6601.8,5287.2,24747,10258,18110,85346,21744,33719,76938,66638,70363,41874,20275,43834,32552,40567,31163,3815,2419.6,15006,5754.2,10476,64778,12542,22553,51242,37572,40522,0.16349,0
712020,875350,862710,1547800,855180,633120,61875,77334,190820,183240,207870,409760,378570,313290,961270,647210,602300,119730,120900,93294,146820,93764,115270,12787,10976,34916,24127,42167,100870,58446,66316,135440,113400,116890,79000,71859,71469,81590,71246,94262,9359.8,10643,34492,16043,31341,113770,33902,53718,113380,96373,96833,56835,36135,70570,56652,66547,54401,6602.7,5289,24748,10258,18114,85331,21748,33725,76939,66637,70370,41872,20275,43827,32541,40561,31167,3814.1,2419.1,15004,5752.3,10474,64762,12540,22549,51235,37558,40514,0.16466,0
711680,874890,862130,1546500,854630,632690,61865,77323,190810,183200,207830,409680,378500,313160,960750,647080,602130,119700,120860,93277,146770,93746,115260,12780,10972,34896,24121,42155,100820,58436,66308,135410,113390,116880,78996,71848,71451,81572,71227,94227,9355.9,10639,34475,16036,31328,113710,33892,53696,113340,96335,96805,56837,36129,70566,56641,66545,54393,6601.9,5288.2,24744,10256,18111,85313,21747,33718,76914,66611,70346,41868,20272,43818,32533,40553,31162,3814.1,2418.6,15001,5750.4,10470,64746,12536,22542,51228,37550,40508,0.16596,0
907170,779760,639510,545210,680600,511500,44496,53814,197330,124760,214050,387970,360350,330940,626600,620540,698470,133990,90083,88605,88997,88796,118530,8701.7,10651,25794,17974,31194,77811,48905,49686,99289,92767,93128,95515,77113,81532,80771,80087,105860,10406,8305.4,35315,14734,24071,110070,39324,43074,112880,89795,88252,60198,37822,62341,51538,60112,53740,6467.5,4821.3,22256,8705.3,15009,74225,19541,28203,63631,52915,59842,47596,17814,36386,28317,34748,29055,3630.5,2204.5,14318,5237.5,9072.8,63106,11754,18901,54014,36344,38640,0.16767,0
907420,779570,639700,545240,680840,511590,44507,53774,197340,124750,213980,387900,360270,330850,626330,620300,698350,134010,90071,88624,88986,88813,118540,8701.9,10650,25800,17973,31186,77822,48907,49678,99281,92761,93121,95537,77108,81547,80775,80100,105890,10409,8307.7,35316,14733,24073,110060,39326,43078,112900,89837,88300,60209,37822,62360,51539,60130,53752,6468.8,4821.8,22258,8705,15009,74243,19543,28204,63638,52922,59841,47601,17817,36391,28323,34753,29053,3631.6,2204.6,14320,5238.4,9072.3,63122,11755,18901,54020,36347,38639,0.1693,0
