DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
2187300,879770,1229100,847000,1021300,830910,118180,195240,299330,281030,355790,727990,563340,727380,731790,876710,762310,317070,145550,204290,143090,167180,141550,20457,24521,53239,53079,78055,115520,98896,127150,116060,138290,174510,95301,57374,76284,57239,65375,56734,8203,12414,22846,18152,28146,49343,38036,60647,49429,52483,77870,143820,32615,75430,34925,47109,34619,4201,6013.3,10191,9039,14466,33688,20734,47030,34214,27109,68327,96911,16360,41548,18179,22103,17956,1379.7,2067.9,4334.1,4790.7,7783.5,26682,14610,46471,27103,20105,71903,0.20587,0
2186000,879100,1228700,846350,1020900,830260,118110,194900,299160,280850,355600,727570,562740,726820,731390,876340,762250,316950,145550,204200,143090,167230,141550,20464,24515,53221,53046,77998,115540,98839,127100,116080,138310,174560,95296,57359,76283,57225,65379,56719,8201.5,12411,22848,18151,28132,49346,38031,60600,49430,52489,77825,143830,32613,75424,34921,47106,34615,4201.8,6013.3,10189,9033.1,14459,33654,20714,46950,34178,27088,68191,96902,16354,41541,18171,22092,17948,1379.8,2066.5,4329.1,4782.7,7768.4,26629,14576,46351,27050,20061,71710,0.21222,0
2183600,878570,1227500,845850,1020400,829790,118080,194680,299000,280710,355440,727170,562150,726360,731000,876140,762370,316820,145520,204130,143060,167260,141520,20468,24507,53211,53031,77974,115560,98817,127080,116100,138340,174620,95260,57350,76271,57217,65379,56709,8201.4,12413,22850,18151,28124,49356,38031,60573,49438,52494,77801,143890,32613,75434,34920,47114,34614,4202.9,6014.7,10188,9029.1,14455,33635,20701,46898,34158,27080,68102,96913,16349,41530,18165,22084,17942,1379.6,2065.5,4326.1,4777.5,7758.6,26595,14554,46270,27015,20031,71578,0.21537,0
2182600,878430,1226900,845720,1020200,829650,118090,194570,298900,280610,355290,726840,561820,726100,730680,876000,762370,316820,145480,204150,143030,167310,141490,20467,24504,53213,53025,77957,115590,98815,127070,116140,138390,174720,95243,57334,76262,57200,65377,56693,8199.9,12410,22847,18148,28111,49348,38022,60548,49430,52487,77776,143920,32600,75420,34905,47109,34599,4202.6,6013.3,10186,9025.2,14448,33621,20689,46863,34143,27067,68050,96913,16345,41520,18160,22079,17936,1379.3,2065.1,4324.3,4774.9,7753.4,26578,14543,46230,26997,20016,71513,0.21768,0
1740300,827080,986640,811710,906450,785230,127570,111690,366910,305280,401170,865500,658570,824270,879540,1197800,1305500,355370,133260,207050,129950,166930,128900,16922,19422,53502,46839,60005,145360,91622,121970,147850,160270,177680,106870,50431,63470,50940,76330,50783,8326.9,11736,23662,18651,28401,48521,36336,49827,48691,49541,52563,144570,35604,81140,38213,76783,37501,3643.4,5833.4,9572.7,7208,10274,26930,13691,21449,27037,19059,26032,108610,18704,49260,20610,54997,20200,1334.5,1977.6,3292.1,2749.8,3927.7,14339,6335,14145,14412,8410.6,19461,0.21791,0
1741000,826840,986830,811460,906350,785000,127610,111730,367040,305360,401110,865780,658720,824320,879840,1198200,1306100,355370,133250,207080,129930,166920,128890,16920,19424,53509,46841,60018,145380,91624,122000,147870,160300,177720,106900,50439,63478,50949,76341,50791,8328.2,11739,23660,18652,28402,48523,36341,49831,48694,49538,52569,144580,35613,81174,38223,76820,37510,3644.1,5834.6,9574.9,7210.8,10278,26940,13695,21456,27047,19063,26041,108640,18709,49271,20616,55028,20206,1334.5,1977.7,3292.4,2750.6,3928.6,14344,6337,14153,14416,8412.2,19472,0.21954,0
1741300,826720,987250,811320,906380,784860,127650,111750,366840,305270,400880,865560,658410,824030,879640,1197800,1306100,355440,133250,207170,129940,166940,128890,16923,19426,53515,46835,60024,145400,91609,121990,147900,160310,177720,106970,50473,63510,50982,76385,50823,8331.7,11744,23665,18653,28407,48539,36351,49853,48710,49552,52590,144610,35631,81215,38244,76888,37531,3645.4,5836,9579.4,7214.4,10281,26958,13701,21462,27064,19070,26047,108680,18718,49299,20626,55090,20216,1334.4,1977.8,3293.1,2751.8,3930.3,14351,6340.6,14167,14423,8414.7,19493,0.22137,0
1741300,826850,987700,811420,906440,784970,127650,111760,366670,305030,400720,865100,657980,823480,879210,1197300,1305600,355470,133280,207210,129970,166850,128910,16924,19434,53496,46835,60004,145310,91551,121930,147800,160200,177570,107010,50509,63531,51017,76407,50857,8335.3,11748,23662,18653,28405,48544,36354,49853,48715,49558,52589,144610,35626,81219,38239,76861,37526,3647.4,5833.1,9581.6,7215.3,10278,26960,13700,21451,27067,19071,26033,108690,18722,49316,20631,55055,20220,1334.3,1977,3292.8,2750.9,3928.5,14346,6336.4,14149,14419,8408.5,19465,0.22391,0
1741000,827150,987640,811680,905940,785250,127700,111810,366520,304850,400650,864700,657620,823070,878790,1196600,1304800,355490,133320,207260,130000,166810,128940,16928,19441,53477,46832,59990,145240,91509,121870,147730,160100,177440,107040,50533,63551,51042,76433,50880,8338.4,11753,23663,18657,28407,48557,36357,49856,48727,49567,52592,144640,35624,81222,38237,76850,37525,3649.2,5831.7,9584.9,7218.5,10277,26966,13702,21447,27074,19075,26028,108730,18726,49324,20635,55044,20225,1334.1,1976.3,3293.4,2750.8,3927.5,14346,6335.5,14140,14419,8406.4,19451,0.22802,0
1741600,827830,987980,812320,905740,785890,127740,111920,366460,304800,400720,864610,657530,822940,878680,1196300,1304300,355460,133350,207280,130040,166800,128970,16930,19451,53458,46836,59990,145190,91466,121840,147670,160030,177350,107070,50549,63566,51058,76461,50896,8338.9,11759,23660,18656,28410,48563,36359,49858,48733,49577,52603,144680,35621,81230,38235,76836,37523,3650.4,5831.6,9586.1,7220.3,10277,26955,13700,21442,27062,19076,26018,108800,18726,49322,20634,55004,20224,1333.7,1975.4,3292.8,2750.2,3925.5,14337,6330.9,14123,14410,8402.3,19425,0.23235,0
1741700,828200,987740,812660,905380,786240,127790,112030,366360,304790,400770,864490,657390,822880,878550,1196100,1304000,355410,133400,207280,130090,166780,129020,16928,19456,53449,46828,59991,145160,91436,121840,147640,160020,177320,107100,50553,63573,51063,76473,50900,8338,11761,23657,18654,28408,48562,36354,49858,48732,49576,52601,144730,35618,81236,38231,76819,37520,3650.6,5831.1,9587,7222.4,10277,26952,13700,21439,27060,19078,26013,108820,18722,49317,20631,54975,20220,1333.4,1974.8,3292.6,2749.9,3924.6,14331,6328.5,14114,14404,8399.7,19411,0.23696,0
2818600,1115400,1509300,1067500,1215700,1034600,119470,105600,261350,241590,343660,958480,628460,828030,971180,1142500,1239700,514370,165370,273060,162270,214860,160000,15510,24882,56281,49162,64470,143510,98241,132380,145880,163280,178530,145310,55509,92304,55552,92415,55047,8127.5,10840,23141,16455,22954,47947,33501,46245,48535,51450,54966,187940,34501,95590,36694,74550,36111,3890,5709.8,8521.4,6828.2,9967,21484,12305,18820,21644,18788,21858,157070,18518,53201,20083,64117,19472,1462.8,1749.5,3191.1,2361.9,3093.6,11432,4548,7102.5,11576,7089.4,8647.7,0.24186,0
2818900,1115400,1509700,1067600,1216100,1034700,119450,105610,261280,241570,343740,958590,628420,828210,971310,1142700,1240100,514560,165400,273150,162300,214930,160030,15511,24883,56273,49165,64473,143550,98262,132390,145910,163320,178550,145380,55534,92341,55576,92460,55071,8129,10842,23135,16452,22956,47959,33503,46256,48548,51459,54975,188000,34508,95600,36701,74580,36118,3890.2,5710.8,8523,6830.3,9969.2,21492,12310,18827,21652,18793,21863,157090,18520,53212,20085,64149,19474,1462.9,1749.7,3191.5,2362.3,3094.5,11435,4549.2,7105,11580,7091.8,8651.2,0.24776,0
2819000,1115100,1510100,1067300,1216500,1034400,119420,105660,261200,241610,343800,959050,628640,828500,971780,1143100,1240700,514530,165380,273090,162280,214940,160000,15505,24893,56284,49181,64506,143610,98317,132400,145970,163390,178620,145450,55555,92372,55597,92516,55092,8131.7,10847,23136,16453,22962,47978,33511,46272,48567,51477,54991,188060,34516,95628,36709,74627,36125,3890.6,5712.8,8525.2,6833,9971.9,21504,12315,18836,21663,18803,21875,157140,18524,53234,20091,64220,19480,1463.5,1750,3192.3,2363.2,3096.1,11442,4551.2,7110.4,11587,7096,8657.9,0.25253,0
2817100,1115100,1509000,1067300,1216800,1034400,119400,105650,261220,241770,343910,959610,629060,828970,972320,1143600,1241100,514130,165350,272970,162240,214830,159970,15498,24899,56286,49181,64516,143560,98304,132340,145920,163360,178560,145420,55557,92365,55597,92471,55094,8134.1,10847,23139,16455,22967,47986,33523,46283,48574,51489,55000,188020,34515,95637,36707,74584,36122,3891.3,5715.8,8526.9,6835,9972.6,21508,12318,18837,21668,18802,21875,157050,18529,53236,20097,64180,19485,1463.5,1749.6,3191.7,2362.9,3096.3,11441,4550.6,7109.8,11586,7093.7,8656.3,0.25733,0
2814200,1113600,1507500,1066000,1216800,1033200,119400,105650,261150,241840,344050,959600,629270,829070,972290,1143700,1241000,513570,165210,272740,162120,214680,159840,15495,24886,56295,49175,64505,143560,98311,132310,145920,163370,178540,145330,55533,92329,55573,92418,55071,8133.8,10848,23143,16460,22971,47978,33530,46281,48566,51489,54993,187950,34511,95623,36700,74512,36115,3891.2,5718,8528.3,6836,9972.5,21505,12319,18835,21664,18796,21868,156920,18523,53225,20090,64083,19479,1463.1,1749.4,3191,2362.5,3096.8,11438,4549.4,7106.1,11581,7090.6,8649.6,0.26104,0
2812700,1112500,1506500,1064900,1216900,1032100,119370,105620,261120,241920,344160,959530,629480,829060,972200,1143800,1240900,513180,165120,272580,162020,214610,159750,15493,24875,56307,49165,64485,143550,98289,132250,145910,163360,178500,145280,55519,92311,55561,92383,55059,8135.2,10849,23149,16468,22980,47984,33541,46292,48572,51500,54993,187900,34508,95591,36695,74452,36110,3890.7,5719.4,8529.2,6836.3,9973.6,21498,12318,18832,21656,18791,21859,156830,18518,53206,20084,64010,19473,1462.6,1748.9,3189.9,2361.9,3096.9,11432,4547.9,7102.3,11576,7087.7,8643.4,0.26472,0
2811500,1111900,1505800,1064400,1217100,1031600,119340,105600,261100,241890,344210,959340,629250,828920,971990,1143600,1240800,512830,165080,272450,161990,214580,159720,15488,24869,56317,49167,64483,143550,98288,132230,145910,163360,178490,145220,55505,92284,55548,92357,55046,8134.8,10849,23149,16472,22985,47977,33541,46294,48566,51501,54988,187900,34505,95576,36693,74424,36107,3890.2,5720.1,8529.4,6836.1,9974.7,21496,12317,18830,21655,18789,21855,156790,18513,53196,20080,63977,19469,1462.5,1748.6,3189.6,2361.8,3097,11432,4547.9,7100.5,11575,7087.2,8640.8,0.2687,0
2555800,741700,1621900,722280,1008900,712330,176280,203870,400640,346670,473060,898090,704010,931730,908260,1097300,1118900,425850,138000,234240,135920,165110,134950,26155,31629,61138,58973,84376,135610,102300,127970,137040,147760,163160,115970,62820,82799,61942,77912,62038,10057,13692,23796,19880,30317,61774,41633,59862,62288,62386,71483,126000,28373,66294,29691,38204,29169,4163.6,5502.8,10731,8500.2,11950,41396,17514,31493,42131,25417,45083,86835,13430,36351,14603,20290,14173,1510.3,1851.3,4883.6,4024.9,5071.2,34581,11715,21346,35344,18021,35534,0.27259,0
2554300,741790,1621000,722360,1008700,712410,176310,203960,400480,346700,473180,897810,704040,931650,907960,1096900,1118800,425810,137990,234280,135910,165100,134940,26166,31628,61134,58947,84353,135600,102240,127920,137030,147720,163080,115930,62824,82798,61946,77909,62042,10061,13696,23805,19886,30326,61791,41642,59876,62305,62401,71500,125970,28377,66286,29694,38195,29172,4165,5503.5,10735,8502.6,11953,41421,17523,31513,42157,25428,45110,86829,13428,36347,14600,20285,14170,1510.5,1851.5,4885.4,4027.1,5073.2,34606,11724,21361,35370,18034,35563,0.27645,0
2550900,742110,1619300,722660,1008200,712690,176420,204050,400260,346760,473450,897480,704080,931220,907630,1096700,1118900,425340,137950,234080,135870,165030,134900,26189,31625,61149,58915,84332,135600,102190,127850,137030,147690,162990,115910,62852,82803,61973,77911,62070,10068,13705,23818,19897,30346,61828,41664,59908,62342,62428,71544,125920,28387,66274,29705,38179,29182,4166.5,5504,10740,8506.2,11956,41461,17536,31543,42198,25442,45154,86806,13426,36331,14597,20279,14168,1510.9,1852,4888.3,4030.3,5076.2,34645,11735,21386,35410,18051,35606,0.28059,0
2547100,741600,1616800,722160,1007300,712200,176190,203870,399840,346360,473270,896990,703540,930590,907200,1096400,1118900,424800,137900,233800,135830,164960,134860,26157,31596,61122,58854,84246,135570,102090,127750,137000,147630,162920,115880,62876,82787,61996,77879,62093,10066,13703,23823,19900,30352,61836,41674,59914,62348,62442,71566,125860,28387,66245,29705,38161,29182,4165.5,5501.9,10739,8505.9,11956,41461,17536,31555,42199,25442,45168,86763,13423,36316,14595,20272,14165,1510.6,1851.7,4888.6,4031,5076.3,34661,11740,21395,35427,18057,35626,0.2851,0
2544800,741150,1615400,721710,1006500,711760,176040,203780,399460,346090,473100,896690,703160,930070,906940,1096200,1118900,424450,137870,233640,135800,164950,134830,26134,31568,61099,58806,84176,135550,101990,127670,136980,147580,162860,115850,62911,82775,62031,77863,62127,10065,13700,23836,19908,30358,61857,41692,59933,62368,62460,71603,125790,28381,66195,29699,38143,29177,4165.3,5500.6,10739,8506.8,11958,41477,17541,31574,42215,25448,45194,86692,13420,36291,14591,20266,14161,1510.4,1852,4890.4,4032.8,5078.4,34687,11749,21414,35453,18070,35661,0.28934,0
2543600,740950,1614700,721510,1006000,711560,175940,203760,399250,345990,473090,896640,703030,929830,906930,1096500,1119100,424240,137880,233540,135810,164980,134850,26122,31551,61104,58790,84135,135600,101950,127640,137030,147600,162880,115850,62954,82777,62075,77859,62170,10064,13695,23846,19915,30365,61879,41713,59951,62389,62477,71641,125730,28375,66130,29692,38125,29170,4165.3,5500,10738,8507.9,11960,41495,17546,31599,42234,25456,45234,86625,13416,36260,14586,20249,14157,1510.6,1852.7,4892.9,4035.1,5081,34716,11758,21435,35483,18083,35701,0.29354,0
2543800,741020,1614500,721540,1005700,711590,175840,203660,399020,345820,472920,896560,702860,929790,906850,1096600,1119100,424200,137900,233530,135830,165050,134870,26112,31538,61111,58792,84114,135680,101940,127630,137110,147670,162940,115840,62956,82736,62076,77830,62171,10058,13691,23842,19913,30358,61865,41707,59941,62374,62465,71621,125710,28376,66106,29694,38119,29172,4165,5498.9,10736,8504.8,11957,41477,17540,31591,42216,25447,45220,86605,13417,36252,14586,20243,14157,1510.5,1852.5,4891.7,4033.7,5078.8,34704,11754,21423,35471,18078,35681,0.29756,0
2834900,1003900,1943000,973050,1551400,959750,188540,226390,541440,420340,547890,1335700,1000400,1342900,1339800,1671600,1584200,407350,174630,235120,168830,196210,167700,29145,36070,76717,61667,86850,149030,110460,152780,150280,175030,201240,129300,56993,80588,55950,86307,56236,10389,12230,29756,24077,33041,77462,48913,63538,78675,65436,78550,116900,26836,66967,28131,67374,27979,4354.1,6674.7,14388,11776,16146,67321,30811,56223,68401,42827,87062,81369,13493,34644,14678,52038,14737,1713.3,2265.6,8174.6,7434.2,9493.2,73039,26864,59220,74507,36135,94302,0.30098,0
2834500,1004100,1943100,973290,1551500,959980,188630,226420,541630,420450,548000,1336100,1000600,1343400,1340300,1672200,1584700,407330,174570,235150,168770,196220,167640,29156,36071,76720,61680,86843,149030,110470,152760,150280,175030,201230,129290,57000,80608,55957,86334,56244,10393,12228,29758,24076,33034,77462,48907,63531,78674,65437,78544,116900,26832,66975,28127,67399,27975,4355.3,6676.4,14390,11777,16147,67316,30809,56217,68395,42823,87045,81338,13490,34643,14675,52066,14734,1713.4,2266.1,8175.7,7435.1,9493.6,73047,26865,59221,74516,36134,94301,0.30555,0
2835200,1005000,1943900,974150,1552200,960830,188830,226610,541910,420850,548480,1337600,1001400,1344600,1341700,1673900,1586300,407420,174540,235210,168750,196320,167620,29181,36087,76741,61721,86887,149100,110560,152800,150350,175120,201330,129320,57023,80651,55981,86397,56268,10401,12228,29770,24086,33042,77504,48928,63562,78717,65473,78584,116940,26836,66990,28133,67456,27980,4357.9,6680.3,14395,11783,16156,67355,30827,56252,68434,42844,87095,81348,13488,34649,14673,52132,14733,1713.9,2267.1,8181.5,7441.1,9500.5,73110,26888,59273,74580,36160,94384,0.31,0
2836600,1006400,1945200,975480,1553600,962140,189140,226890,542580,421440,549250,1339800,1002800,1346700,1344000,1676600,1588800,407680,174570,235380,168780,196500,167640,29222,36114,76796,61786,86962,149240,110680,152940,150490,175280,201510,129410,57037,80713,55994,86450,56282,10410,12229,29791,24104,33053,77573,48967,63617,78786,65524,78651,117040,26850,67021,28149,67541,27995,4361.1,6686.7,14407,11794,16173,67433,30865,56325,68513,42891,87208,81406,13491,34660,14677,52224,14738,1714.5,2268.4,8191.9,7452.3,9514,73228,26932,59375,74700,36214,94548,0.3155,0
2835200,1007700,1944200,976760,1553300,963420,189470,227210,543140,421970,550050,1341400,1004000,1348800,1345500,1678200,1590000,407840,174620,235500,168840,196630,167700,29264,36144,76865,61849,87047,149360,110800,153080,150610,175430,201670,129510,57075,80783,56030,86507,56320,10425,12233,29821,24128,33073,77670,49026,63697,78883,65601,78758,117080,26859,67020,28159,67546,28006,4364.7,6693.8,14422,11809,16192,67540,30915,56429,68620,42956,87375,81459,13493,34655,14679,52240,14741,1715.4,2270.2,8207.3,7468,9532.8,73399,26996,59524,74875,36291,94786,0.3201,0
2834400,1009000,1944400,977930,1553700,964580,189880,227640,543810,422460,550770,1342900,1005000,1350800,1347000,1679500,1590800,407900,174720,235660,168930,196800,167800,29318,36186,76932,61911,87135,149480,110890,153230,150730,175580,201850,129540,57105,80840,56058,86557,56350,10438,12240,29847,24153,33090,77770,49082,63775,78984,65675,78860,117100,26864,67019,28165,67558,28012,4368.3,6700.1,14442,11829,16217,67685,30982,56570,68767,43045,87602,81494,13491,34648,14678,52254,14741,1716.5,2272.6,8227.2,7488.6,9557.7,73625,27081,59721,75105,36395,95105,0.32433,0
2834100,1009600,1944900,978550,1554000,965200,189860,227650,543870,422480,550770,1343700,1005400,1351300,1347900,1680600,1591500,407860,174730,235600,168940,196780,167810,29301,36185,76910,61910,87151,149440,110890,153220,150690,175550,201810,129560,57107,80866,56061,86567,56354,10435,12237,29854,24157,33092,77789,49101,63800,79002,65693,78898,117090,26863,66999,28163,67538,28011,4368.5,6702.7,14448,11834,16223,67738,31003,56609,68820,43075,87672,81506,13486,34634,14673,52222,14735,1716.3,2272.7,8232.3,7493.9,9561.5,73688,27105,59754,75169,36438,95172,0.32859,0
3830200,1434500,1999300,1358800,1357500,1317800,123100,122200,339560,353270,452440,1018000,734580,964340,1031500,1292700,1329300,427860,181460,237650,177050,218990,175050,19404,24702,66261,57131,76876,163660,108180,147890,165670,179290,203660,141760,63902,88397,63510,77180,63150,7786.4,13929,24854,18897,33146,64924,38110,58148,65648,59159,78266,195120,33971,70098,35035,50866,34837,3794.3,6534.4,13224,10562,15373,52069,23589,45417,52778,32687,66238,157490,18501,39246,19260,23302,18663,1427.7,2013.3,5544.5,4998.2,6559.9,43235,14982,33536,43878,22185,55445,0.3329,0
