DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7,ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7,BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7,GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
2.01E+06,1.59E+06,9.12E+05,7.37E+05,4.92E+05,5.46E+06,1.16E+05,77455,4.16E+05,2.93E+05,3.86E+05,4.35E+05,2.99E+05,3.90E+05,4.41E+05,1.02E+06,8.40E+05,2.14E+05,1.60E+05,1.65E+05,1.46E+05,1.23E+05,3.82E+05,20492,19158,72498,53434,62732,75922,53505,63460,76992,1.67E+05,1.59E+05,1.10E+05,82402,79950,64230,62338,97419,11137,10854,45553,25968,44639,47936,26332,45215,49024,82683,95632,1.61E+05,78345,93403,31909,32889,36644,7405.9,5491.5,28020,12742,17844,29360,12808,17877,30171,40598,69779,2.16E+05,62682,1.29E+05,16860,15294,20027,3871.2,2357.5,21979,5516.1,9799.2,24143,5595.1,9880,24980,28716,75965,0.34166,0
2.00E+06,1.59E+06,9.10E+05,7.36E+05,4.92E+05,5.45E+06,1.16E+05,77362,4.16E+05,2.93E+05,3.86E+05,4.34E+05,2.99E+05,3.89E+05,4.40E+05,1.01E+06,8.39E+05,2.13E+05,1.60E+05,1.65E+05,1.46E+05,1.23E+05,3.82E+05,20491,19154,72472,53428,62718,75892,53500,63444,76963,1.66E+05,1.59E+05,1.10E+05,82295,79868,64185,62310,97339,11137,10859,45532,25961,44640,47911,26327,45214,48997,82627,95589,1.60E+05,78175,93196,31876,32867,36631,7404.3,5489.3,28009,12739,17836,29348,12805,17869,30157,40566,69726,2.16E+05,62519,1.29E+05,16828,15269,20022,3865.8,2355.7,21956,5511,9792.7,24117,5590.1,9873.4,24954,28685,75936,0.34552,0
2.00E+06,1.59E+06,9.09E+05,7.35E+05,4.92E+05,5.45E+06,1.16E+05,77302,4.16E+05,2.93E+05,3.85E+05,4.34E+05,2.99E+05,3.89E+05,4.40E+05,1.01E+06,8.38E+05,2.13E+05,1.59E+05,1.65E+05,1.46E+05,1.23E+05,3.82E+05,20492,19146,72454,53411,62697,75871,53485,63422,76944,1.66E+05,1.59E+05,1.10E+05,82212,79796,64139,62277,97264,11138,10856,45519,25954,44625,47895,26321,45200,48979,82557,95524,1.60E+05,78061,93053,31856,32853,36629,7403.1,5488.6,28005,12738,17833,29343,12804,17866,30150,40548,69704,2.15E+05,62409,1.28E+05,16806,15253,20009,3862,2354.6,21942,5507.4,9789.1,24101,5586.9,9869.6,24937,28669,75934,0.34815,0
2.00E+06,1.58E+06,9.09E+05,7.34E+05,4.92E+05,5.44E+06,1.16E+05,77285,4.16E+05,2.93E+05,3.85E+05,4.34E+05,2.99E+05,3.89E+05,4.40E+05,1.01E+06,8.38E+05,2.13E+05,1.59E+05,1.65E+05,1.46E+05,1.23E+05,3.82E+05,20491,19144,72454,53416,62696,75871,53490,63422,76945,1.66E+05,1.59E+05,1.10E+05,82184,79767,64133,62267,97235,11140,10856,45514,25955,44623,47888,26323,45197,48971,82522,95487,1.60E+05,78007,92984,31850,32851,36630,7403.5,5489.8,28005,12740,17835,29343,12805,17868,30149,40542,69691,2.15E+05,62354,1.28E+05,16795,15245,20002,3860.3,2354,21932,5505.4,9786.3,24090,5585,9866.9,24926,28657,75921,0.355,1
6.57E+05,5.04E+05,4.85E+05,3.96E+05,4.41E+05,4.54E+05,94745,65552,3.25E+05,2.43E+05,8.69E+05,3.50E+05,2.76E+05,9.00E+05,3.51E+05,2.21E+07,1.20E+06,1.25E+05,1.05E+05,1.08E+05,1.02E+05,1.16E+05,1.11E+05,25194,19576,76072,62643,84577,78251,65909,85453,78892,4.52E+05,1.43E+05,83008,67466,82959,96390,1.09E+05,2.06E+05,25459,51288,1.06E+05,1.06E+05,2.57E+05,1.07E+05,1.06E+05,2.58E+05,1.06E+05,1.36E+05,1.87E+05,26373,22061,24517,22421,29279,33601,9423,7321.3,29816,16267,26108,30514,16339,26328,30835,33827,53409,7674.5,5314.8,4141.9,4501.3,5861.9,10965,1597.5,1619.2,11189,3290.4,6456.9,12152,3366.2,6551.8,12784,14586,46061,0.36318,1
6.56E+05,5.04E+05,4.85E+05,3.96E+05,4.41E+05,4.54E+05,94778,65531,3.25E+05,2.43E+05,8.70E+05,3.50E+05,2.76E+05,9.00E+05,3.51E+05,2.21E+07,1.20E+06,1.25E+05,1.05E+05,1.08E+05,1.01E+05,1.16E+05,1.11E+05,25194,19576,76068,62655,84593,78249,65924,85469,78890,4.53E+05,1.43E+05,83041,67483,82993,96431,1.09E+05,2.06E+05,25472,51332,1.06E+05,1.06E+05,2.57E+05,1.07E+05,1.06E+05,2.58E+05,1.06E+05,1.36E+05,1.87E+05,26372,22052,24517,22412,29277,33584,9423,7322.6,29820,16270,26113,30518,16342,26333,30839,33820,53401,7672.6,5313.8,4141.6,4501.2,5861.9,10962,1597.6,1619.6,11190,3290.9,6458.4,12153,3366.6,6553.3,12784,14587,46068,0.37649,1
6.56E+05,5.04E+05,4.84E+05,3.96E+05,4.41E+05,4.54E+05,94740,65530,3.25E+05,2.43E+05,8.67E+05,3.50E+05,2.76E+05,8.97E+05,3.51E+05,2.20E+07,1.20E+06,1.25E+05,1.05E+05,1.08E+05,1.01E+05,1.16E+05,1.10E+05,25199,19583,76067,62661,84528,78248,65914,85400,78892,4.51E+05,1.43E+05,83067,67472,83033,96414,1.09E+05,2.06E+05,25481,51329,1.06E+05,1.06E+05,2.57E+05,1.07E+05,1.06E+05,2.58E+05,1.06E+05,1.36E+05,1.87E+05,26366,22042,24514,22403,29275,33566,9422.4,7319,29814,16258,26085,30511,16330,26305,30833,33805,53393,7669.7,5312.9,4141,4502,5862,10962,1597.6,1620,11190,3291.3,6459.8,12153,3366.9,6554.8,12784,14584,46088,0.3898,1
6.55E+05,5.05E+05,4.84E+05,3.96E+05,4.41E+05,4.54E+05,94750,65563,3.25E+05,2.43E+05,8.64E+05,3.50E+05,2.75E+05,8.95E+05,3.51E+05,2.20E+07,1.20E+06,1.25E+05,1.05E+05,1.08E+05,1.01E+05,1.16E+05,1.10E+05,25211,19590,76089,62673,84487,78271,65912,85356,78916,4.50E+05,1.43E+05,83116,67473,83085,96381,1.09E+05,2.06E+05,25485,51326,1.06E+05,1.06E+05,2.57E+05,1.07E+05,1.06E+05,2.58E+05,1.06E+05,1.36E+05,1.87E+05,26363,22034,24514,22397,29277,33556,9424.1,7315.8,29817,16251,26063,30512,16323,26284,30834,33795,53396,7666,5311.5,4140.5,4502.7,5862.9,10962,1597.8,1620.5,11188,3291.1,6460.4,12150,3366.7,6555.6,12781,14579,46099,0.4015,1
6.54E+05,5.05E+05,4.84E+05,3.97E+05,4.40E+05,4.55E+05,94688,65601,3.25E+05,2.43E+05,8.63E+05,3.51E+05,2.75E+05,8.93E+05,3.51E+05,2.19E+07,1.20E+06,1.25E+05,1.05E+05,1.08E+05,1.01E+05,1.16E+05,1.10E+05,25219,19601,76118,62704,84484,78301,65932,85350,78946,4.49E+05,1.43E+05,83202,67514,83175,96418,1.09E+05,2.06E+05,25502,51365,1.06E+05,1.06E+05,2.57E+05,1.07E+05,1.06E+05,2.58E+05,1.06E+05,1.36E+05,1.87E+05,26364,22038,24515,22399,29280,33558,9429,7315.5,29827,16252,26054,30520,16324,26276,30843,33788,53382,7662.3,5310.9,4139.8,4502.9,5862,10957,1597.6,1620.3,11179,3289.7,6456.3,12140,3365.4,6551.5,12771,14566,46055,0.40921,1
6.54E+05,5.05E+05,4.83E+05,3.97E+05,4.40E+05,4.55E+05,94636,65589,3.25E+05,2.43E+05,8.62E+05,3.51E+05,2.75E+05,8.92E+05,3.52E+05,2.19E+07,1.20E+06,1.25E+05,1.05E+05,1.08E+05,1.01E+05,1.16E+05,1.10E+05,25230,19611,76152,62746,84515,78336,65968,85380,78980,4.48E+05,1.42E+05,83188,67500,83168,96342,1.09E+05,2.06E+05,25486,51296,1.06E+05,1.06E+05,2.57E+05,1.07E+05,1.06E+05,2.58E+05,1.06E+05,1.36E+05,1.86E+05,26351,22029,24504,22392,29270,33543,9425.4,7310.5,29810,16242,26032,30503,16313,26254,30826,33774,53366,7659.4,5310.9,4139.1,4503.1,5861.5,10954,1597.1,1619.7,11173,3288.7,6452.6,12133,3364.4,6548,12764,14558,46032,0.41506,1
6.54E+05,5.05E+05,4.83E+05,3.97E+05,4.40E+05,4.55E+05,94593,65592,3.25E+05,2.43E+05,8.61E+05,3.51E+05,2.75E+05,8.91E+05,3.52E+05,2.18E+07,1.20E+06,1.25E+05,1.05E+05,1.08E+05,1.01E+05,1.16E+05,1.10E+05,25246,19610,76204,62760,84511,78390,65979,85376,79034,4.48E+05,1.42E+05,83197,67508,83173,96318,1.09E+05,2.06E+05,25479,51265,1.06E+05,1.06E+05,2.56E+05,1.07E+05,1.06E+05,2.58E+05,1.06E+05,1.36E+05,1.86E+05,26346,22025,24501,22390,29267,33540,9424.8,7308.1,29805,16237,26022,30497,16308,26244,30821,33772,53368,7658.2,5311.4,4139.1,4503.8,5862.1,10952,1596.9,1619.5,11170,3288,6450.8,12130,3363.7,6546.5,12760,14556,46022,0.42009,1
4.26E+06,2.04E+06,1.89E+06,7.91E+05,5.27E+05,3.00E+06,1.27E+05,61135,4.08E+05,2.56E+05,3.19E+05,4.27E+05,2.62E+05,3.22E+05,4.36E+05,1.12E+06,7.87E+05,3.23E+05,1.98E+05,1.86E+05,1.34E+05,1.27E+05,3.72E+05,19905,15672,69797,54000,63577,71975,54362,63825,72554,1.74E+05,1.61E+05,2.23E+05,2.01E+05,1.55E+05,1.01E+05,69061,97455,12103,9061.2,49576,24359,35415,52106,24739,35069,52620,87732,1.01E+05,6.90E+05,3.60E+05,3.57E+05,1.13E+05,60274,55162,9942.8,6989.3,38083,17714,23909,40008,17803,23994,40694,65551,95441,8.02E+05,4.92E+05,3.42E+05,1.04E+05,35888,35949,6084,4591.3,27871,9257.6,16024,30619,9464.1,16200,31776,52173,1.16E+05,0.42107,1
4.26E+06,2.04E+06,1.90E+06,7.92E+05,5.28E+05,3.01E+06,1.26E+05,61145,4.08E+05,2.56E+05,3.19E+05,4.27E+05,2.62E+05,3.22E+05,4.36E+05,1.12E+06,7.88E+05,3.23E+05,1.98E+05,1.86E+05,1.34E+05,1.27E+05,3.72E+05,19910,15676,69789,53998,63571,71966,54359,63819,72543,1.74E+05,1.61E+05,2.23E+05,2.01E+05,1.55E+05,1.01E+05,69073,97484,12107,9064.7,49568,24363,35422,52094,24743,35075,52607,87676,1.00E+05,6.90E+05,3.61E+05,3.57E+05,1.13E+05,60304,55184,9945.9,6992.1,38083,17717,23913,40008,17806,23998,40693,65562,95429,8.03E+05,4.92E+05,3.42E+05,1.04E+05,35912,35968,6087.3,4593.9,27864,9259.8,16027,30612,9466.6,16203,31768,52179,1.16E+05,0.4212,1
4.27E+06,2.04E+06,1.90E+06,7.93E+05,5.27E+05,3.01E+06,1.26E+05,61175,4.08E+05,2.57E+05,3.19E+05,4.27E+05,2.62E+05,3.22E+05,4.36E+05,1.12E+06,7.88E+05,3.23E+05,1.98E+05,1.86E+05,1.34E+05,1.27E+05,3.72E+05,19914,15678,69781,53978,63559,71960,54340,63807,72534,1.74E+05,1.60E+05,2.23E+05,2.01E+05,1.55E+05,1.01E+05,69102,97534,12110,9067.6,49574,24370,35432,52099,24750,35085,52609,87647,1.00E+05,6.92E+05,3.61E+05,3.58E+05,1.13E+05,60372,55232,9953.7,6998.2,38100,17727,23928,40025,17816,24014,40711,65608,95450,8.04E+05,4.93E+05,3.43E+05,1.04E+05,35964,36005,6095.1,4599.2,27874,9268.2,16038,30623,9475,16213,31778,52214,1.16E+05,0.4192,1
4.28E+06,2.04E+06,1.90E+06,7.93E+05,5.27E+05,3.01E+06,1.26E+05,61167,4.08E+05,2.57E+05,3.19E+05,4.27E+05,2.62E+05,3.22E+05,4.36E+05,1.12E+06,7.88E+05,3.23E+05,1.98E+05,1.86E+05,1.34E+05,1.27E+05,3.72E+05,19914,15687,69758,53966,63558,71938,54330,63806,72508,1.74E+05,1.60E+05,2.24E+05,2.01E+05,1.56E+05,1.01E+05,69134,97555,12111,9072.1,49560,24379,35452,52082,24758,35104,52589,87639,1.00E+05,6.94E+05,3.63E+05,3.59E+05,1.13E+05,60475,55291,9964.4,7007.3,38119,17743,23952,40045,17831,24037,40731,65680,95469,8.07E+05,4.95E+05,3.44E+05,1.05E+05,36044,36053,6106.2,4607,27881,9278.7,16050,30630,9485.5,16226,31787,52266,1.16E+05,0.41543,1
4.29E+06,2.05E+06,1.91E+06,7.95E+05,5.27E+05,3.02E+06,1.26E+05,61157,4.09E+05,2.57E+05,3.19E+05,4.27E+05,2.62E+05,3.22E+05,4.37E+05,1.12E+06,7.89E+05,3.24E+05,1.98E+05,1.86E+05,1.34E+05,1.27E+05,3.73E+05,19921,15692,69725,53941,63543,71906,54308,63792,72474,1.74E+05,1.60E+05,2.25E+05,2.02E+05,1.56E+05,1.02E+05,69177,97591,12111,9076.8,49552,24387,35461,52071,24766,35112,52576,87635,1.00E+05,6.96E+05,3.64E+05,3.60E+05,1.13E+05,60613,55371,9979.7,7018.4,38156,17766,23982,40084,17855,24067,40770,65783,95530,8.10E+05,4.97E+05,3.45E+05,1.05E+05,36152,36124,6121.5,4617.8,27900,9294.8,16073,30652,9501.7,16248,31809,52349,1.16E+05,0.41078,1
4.31E+06,2.05E+06,1.91E+06,7.96E+05,5.27E+05,3.02E+06,1.26E+05,61142,4.09E+05,2.57E+05,3.20E+05,4.28E+05,2.63E+05,3.22E+05,4.37E+05,1.12E+06,7.89E+05,3.25E+05,1.99E+05,1.86E+05,1.34E+05,1.27E+05,3.72E+05,19922,15696,69712,53916,63535,71897,54282,63784,72463,1.74E+05,1.60E+05,2.26E+05,2.03E+05,1.57E+05,1.02E+05,69219,97631,12107,9081.2,49548,24399,35473,52064,24777,35123,52567,87641,1.00E+05,7.00E+05,3.66E+05,3.62E+05,1.14E+05,60781,55465,9996.4,7030.4,38202,17794,24016,40132,17883,24101,40820,65914,95627,8.14E+05,4.99E+05,3.47E+05,1.05E+05,36288,36217,6141.1,4631.3,27931,9316.3,16103,30687,9523.1,16278,31845,52459,1.17E+05,0.40772,1
4.31E+06,2.05E+06,1.91E+06,7.96E+05,5.27E+05,3.02E+06,1.26E+05,61135,4.09E+05,2.57E+05,3.20E+05,4.28E+05,2.63E+05,3.22E+05,4.37E+05,1.12E+06,7.89E+05,3.24E+05,1.99E+05,1.86E+05,1.34E+05,1.27E+05,3.72E+05,19919,15692,69701,53897,63534,71888,54263,63783,72451,1.74E+05,1.60E+05,2.25E+05,2.03E+05,1.56E+05,1.02E+05,69196,97631,12106,9081.1,49531,24400,35466,52045,24779,35115,52547,87609,1.00E+05,6.99E+05,3.65E+05,3.61E+05,1.14E+05,60758,55445,9997.4,7029.7,38198,17789,24011,40127,17879,24095,40814,65887,95590,8.13E+05,4.99E+05,3.47E+05,1.05E+05,36261,36196,6137.2,4628.4,27918,9311.3,16096,30672,9517.9,16270,31830,52429,1.16E+05,0.40368,1
3.26E+06,1.87E+06,1.45E+06,7.56E+05,8.11E+05,1.62E+06,1.40E+05,90123,4.36E+05,2.44E+05,4.12E+05,4.59E+05,2.48E+05,4.14E+05,4.67E+05,1.02E+06,8.74E+05,1.68E+05,1.93E+05,1.27E+05,1.13E+05,1.32E+05,1.60E+05,21504,16787,72833,44234,58629,75250,44397,58662,76255,1.54E+05,1.52E+05,99359,93364,89060,1.49E+05,1.13E+05,3.76E+05,34544,62908,1.36E+05,78755,2.92E+05,1.37E+05,79281,2.93E+05,1.38E+05,1.82E+05,2.87E+05,52857,25835,32561,25330,30477,43052,9725.1,8802.1,36654,17978,32750,37658,17993,32718,38208,41381,76018,39875,11955,14381,7410.8,8819.4,17084,2237.4,2004,19904,4635.8,9588.3,21962,4781.7,9603.8,22805,23893,77955,0.39808,1
3.27E+06,1.87E+06,1.45E+06,7.56E+05,8.12E+05,1.62E+06,1.40E+05,90106,4.36E+05,2.44E+05,4.12E+05,4.59E+05,2.48E+05,4.15E+05,4.68E+05,1.02E+06,8.75E+05,1.68E+05,1.93E+05,1.27E+05,1.13E+05,1.32E+05,1.60E+05,21503,16793,72813,44240,58651,75227,44403,58683,76232,1.54E+05,1.52E+05,99393,93416,89098,1.49E+05,1.13E+05,3.77E+05,34569,62957,1.36E+05,78811,2.92E+05,1.38E+05,79336,2.93E+05,1.38E+05,1.82E+05,2.87E+05,52805,25842,32548,25337,30482,43065,9728.8,8805.3,36660,17984,32761,37663,17999,32730,38214,41384,76011,39784,11961,14363,7411.5,8819.5,17082,2237,2004,19898,4635.2,9586.2,21955,4780.9,9601.9,22798,23885,77935,0.39269,1
