DELTA_FT7,DELTA_FT8,DELTA_T7,DELTA_T8,DELTA_TP7,DELTA_TP8,DELTA_CP1,DELTA_CP2,DELTA_P1,DELTA_PZ,DELTA_P2,DELTA_PO3,DELTA_POZ,DELTA_PO4,DELTA_O1,DELTA_OZ,DELTA_O2,TETHA_FT7,TETHA_FT8,TETHA_T7,TETHA_T8,TETHA_TP7,TETHA_TP8,TETHA_CP1,TETHA_CP2,TETHA_P1,TETHA_PZ,TETHA_P2,TETHA_PO3,TETHA_POZ,TETHA_PO4,TETHA_O1,TETHA_OZ,TETHA_O2,ALPHA_FT7, ALPHA_FT8,ALPHA_T7,ALPHA_T8,ALPHA_TP7,ALPHA_TP8,ALPHA_CP1,ALPHA_CP2,ALPHA_P1,ALPHA_PZ,ALPHA_P2,ALPHA_PO3,ALPHA_POZ,ALPHA_PO4,ALPHA_O1,ALPHA_OZ,ALPHA_O2,BETA_FT7, BETA_FT8,BETA_T7,BETA_T8,BETA_TP7,BETA_TP8,BETA_CP1,BETA_CP2,BETA_P1,BETA_PZ,BETA_P2,BETA_PO3,BETA_POZ,BETA_PO4,BETA_O1,BETA_OZ,BETA_O2,GAMMA_FT7, GAMMA_FT8,GAMMA_T7,GAMMA_T8,GAMMA_TP7,GAMMA_TP8,GAMMA_CP1,GAMMA_CP2,GAMMA_P1,GAMMA_PZ,GAMMA_P2,GAMMA_PO3,GAMMA_POZ,GAMMA_PO4,GAMMA_O1,GAMMA_OZ,GAMMA_O2,percol,label
1234500,758710,932560,761310,613480,740920,2443.1,117810,162090,215950,120670,329250,218490,492260,334750,217510,496670,287700,180110,259340,181240,190450,180560,501.66,37863,45649,70524,39808,123690,71388,146810,126550,72567,147190,164660,117070,188210,117920,126550,117280,354.77,28941,55303,46109,30438,92996,46355,97829,93925,46864,98285,34642,26730,92259,26882,36288,26694,229.4,8111.3,12048,14717,8564.2,33041,14823,34372,33975,15090,34578,13289,6822.7,83974,6830.9,19516,6305.2,172.55,1225.5,2712.3,5626.6,1279.7,20605,5660.8,15525,21466,5687.2,15698,0.10401,0
1236300,759800,933520,762380,613850,741950,2447.3,117960,161970,215970,120810,329290,218520,492490,334790,217540,496900,287980,180210,259530,181350,190560,180660,501.48,37893,45648,70553,39838,123760,71417,146870,126630,72597,147260,164730,117120,188320,117970,126580,117340,354.69,28942,55311,46142,30440,93046,46388,97876,93975,46897,98331,34639,26726,92214,26878,36262,26689,229.36,8112.6,12055,14728,8565.5,33050,14834,34392,33986,15100,34597,13281,6820.6,83926,6828.9,19473,6304.1,172.52,1225.9,2712.8,5631.1,1280.1,20620,5665.6,15536,21482,5691.9,15710,0.10248,0
1235400,759530,933090,762130,613810,741740,2448.5,118000,161850,215960,120860,329260,218510,492460,334760,217530,496870,287970,180320,259550,181450,190580,180770,501.25,37923,45642,70562,39869,123740,71426,146900,126610,72606,147290,164820,117200,188440,118050,126640,117410,354.66,28950,55326,46183,30448,93098,46429,97941,94026,46937,98396,34635,26723,92172,26875,36245,26686,229.33,8112.1,12054,14730,8564.7,33038,14837,34395,33974,15103,34601,13274,6817.5,83897,6825.8,19444,6301.6,172.53,1226,2712.1,5630,1280.2,20609,5664.5,15533,21471,5690.6,15708,0.10226,0
1234700,759600,932820,762220,613880,741840,2446.8,118020,161800,215950,120880,329270,218500,492460,334770,217520,496860,287890,180430,259490,181560,190610,180880,501,37937,45654,70565,39882,123760,71429,146930,126630,72609,147320,164900,117260,188580,118110,126710,117480,354.57,28966,55355,46225,30465,93160,46472,98009,94086,46979,98465,34631,26726,92151,26879,36235,26689,229.29,8113.9,12054,14734,8566.1,33029,14841,34395,33965,15107,34601,13269,6816.6,83884,6825,19430,6301.1,172.54,1225.9,2711.7,5627.6,1280.1,20601,5662.2,15525,21462,5688.2,15700,0.10254,0
1184300,794100,930520,788400,539870,757710,6496.3,135250,186380,220050,133620,348260,223680,400190,356390,222530,404730,736030,163300,689690,162480,332240,160160,498.88,30075,61495,66898,31464,134080,67181,150760,138450,67543,151950,188860,103110,191680,103040,125510,103360,351.55,28021,47017,57197,29883,109520,57079,147550,111770,57419,147380,94474,37008,103080,36984,36214,37488,230.97,10674,12407,26281,11032,46325,26498,70819,48321,26562,70861,91354,15588,115640,15658,22173,16040,173.52,3096,3422.1,16224,3207.3,30831,16350,60912,32669,16727,61625,0.10488,0
1185200,794350,931220,788660,540140,757950,6498.5,135250,186420,220160,133620,348410,223800,400370,356550,222640,404910,736610,163350,690220,162530,332460,160210,498.88,30074,61511,66906,31466,134120,67189,150780,138480,67550,151960,188960,103150,191770,103080,125530,103390,351.62,28016,47008,57210,29879,109520,57091,147600,111770,57432,147430,94541,37021,103140,36998,36230,37501,230.93,10673,12406,26289,11031,46323,26506,70796,48318,26569,70836,91432,15597,115730,15667,22188,16049,173.54,3097.2,3422.3,16232,3208.6,30827,16358,60901,32664,16735,61614,0.10435,0
1186900,794970,932360,789270,540570,758510,6505.8,135270,186540,220310,133640,348690,223950,400600,356830,222780,405140,737720,163470,691220,162640,332900,160310,499.02,30076,61544,66932,31469,134210,67215,150860,138580,67577,152050,189050,103180,191800,103110,125580,103430,351.72,28015,47012,57244,29878,109560,57125,147710,111810,57464,147540,94372,37033,102940,37010,36214,37515,230.92,10672,12405,26306,11031,46328,26523,70812,48323,26587,70850,91254,15601,115410,15672,22142,16055,173.59,3096.4,3422.8,16248,3207.9,30826,16373,60932,32663,16751,61644,0.10357,0
1189000,795790,933970,790080,541210,759250,6502.3,135270,186600,220390,133640,348850,224020,400840,357000,222850,405390,739050,163610,692420,162780,333380,160450,499.07,30088,61597,66975,31483,134310,67258,150970,138690,67622,152170,189050,103200,191760,103130,125630,103440,351.79,28019,47033,57293,29883,109590,57175,147880,111830,57512,147700,94150,37028,102720,37005,36194,37510,230.94,10668,12402,26320,11026,46280,26537,70835,48271,26601,70872,90957,15583,115050,15654,22083,16036,173.6,3095.7,3421.2,16267,3207.3,30780,16392,60993,32613,16771,61704,0.10281,0
1190600,796200,935230,790500,541630,759630,6503.8,135280,186670,220430,133650,348970,224060,400940,357110,222890,405500,740690,163730,693860,162900,333820,160560,499.09,30101,61631,67009,31499,134340,67292,151000,138720,67657,152200,189090,103180,191760,103110,125670,103420,351.89,28009,47042,57286,29872,109610,57170,147810,111850,57504,147640,93987,37027,102540,37004,36174,37508,230.94,10663,12400,26300,11021,46246,26517,70753,48233,26580,70791,90730,15572,114770,15643,22036,16025,173.62,3091.6,3419.7,16252,3203.2,30751,16377,60905,32581,16755,61615,0.10099,0
1192300,796730,936580,791050,542020,760140,6510.5,135300,186540,220330,133650,348950,223960,400970,357100,222790,405530,742340,163870,695380,163040,334290,160680,499.2,30089,61631,67028,31486,134380,67309,151040,138750,67676,152240,189120,103210,191790,103130,125740,103440,351.85,28000,47053,57291,29862,109640,57176,147790,111890,57506,147610,93875,37026,102420,37003,36165,37508,230.96,10659,12396,26288,11018,46220,26505,70705,48206,26568,70744,90569,15562,114570,15634,22004,16015,173.69,3089.1,3419,16248,3200.8,30729,16372,60860,32557,16750,61570,0.098949,0
1194100,797090,937970,791380,542450,760470,6509,135360,186430,220240,133710,348950,223860,400970,357110,222700,405530,743750,164010,696740,163180,334800,160820,499.13,30081,61659,67055,31477,134440,67335,151100,138820,67703,152300,189120,103230,191790,103150,125790,103460,351.85,28002,47056,57293,29865,109640,57179,147770,111890,57509,147600,93824,37024,102370,37001,36167,37506,230.96,10661,12395,26283,11020,46205,26501,70687,48190,26564,70726,90488,15553,114470,15624,21988,16005,173.73,3087.9,3417.9,16245,3199.5,30711,16369,60839,32538,16747,61549,0.096551,0
946000,400930,729520,397860,505080,389360,3746.9,195010,320220,274390,194240,338230,276030,417680,347390,274720,416800,319790,161740,296570,162600,215280,159550,476.64,41523,63276,77187,43694,140570,77940,130410,143260,79604,130670,171680,142620,162030,141830,136180,141500,335.86,40553,68087,71538,42475,116350,72542,148660,117750,73605,148420,35982,31870,39439,31924,32279,31808,238.13,12111,13201,29901,12786,45471,30321,79682,47112,30408,79481,8641,5336,15048,5190.6,5479.3,5071.5,177.57,2554.1,2910.9,18501,2762,20798,18716,60928,21840,19025,61397,0.094656,0
944860,400780,729070,397720,504640,389240,3737.2,194310,319050,273610,193560,337560,275240,416990,346690,273930,416110,319180,161770,296070,162640,215000,159590,476.51,41474,63205,77069,43640,140330,77822,130320,143020,79483,130570,171590,142580,161920,141790,136120,141450,335.92,40492,68035,71350,42411,116180,72353,148310,117580,73414,148080,35957,31864,39392,31918,32266,31803,238.14,12099,13180,29794,12773,45332,30211,79371,46968,30299,79172,8621,5329.9,14997,5184.8,5466.7,5066.2,177.57,2546.8,2903.9,18410,2753.7,20712,18624,60617,21749,18931,61084,0.093587,0
943530,400650,728410,397600,504120,389150,3728.5,193730,318080,272970,193000,337010,274590,416450,346130,273290,415580,318640,161830,295610,162700,214750,159660,476.52,41432,63142,76973,43597,140130,77726,130250,142800,79385,130500,171530,142560,161820,141770,136090,141430,335.97,40436,67969,71185,42351,116040,72187,148000,117440,73246,147770,35933,31870,39343,31925,32258,31810,238.11,12087,13162,29706,12760,45217,30121,79118,46847,30209,78921,8603.6,5325.2,14949,5180.4,5456.1,5062.1,177.55,2540.6,2897.8,18333,2746.7,20636,18545,60357,21669,18851,60821,0.092245,0
942550,400430,728080,397390,503790,388960,3721.6,193220,317280,272310,192500,336460,273930,415760,345560,272630,414900,317960,161810,295050,162680,214440,159640,476.63,41388,63060,76852,43549,139900,77602,130120,142570,79260,130380,171400,142470,161690,141680,136020,141350,335.9,40397,67935,71052,42310,115930,72053,147730,117320,73110,147500,35907,31870,39298,31925,32247,31810,238.09,12080,13144,29634,12753,45119,30048,78913,46746,30136,78717,8589.4,5322,14909,5177.3,5446.9,5059.2,177.54,2535.6,2893,18271,2741.1,20576,18483,60150,21604,18788,60612,0.091722,0
942180,400410,728160,397390,503680,388960,3717.6,192870,316660,271800,192150,336010,273420,415260,345100,272130,414410,317510,161880,294690,162740,214280,159700,476.69,41361,62996,76769,43517,139740,77519,130050,142410,79177,130320,171280,142460,161560,141670,135950,141330,335.82,40369,67891,70952,42281,115820,71952,147540,117220,73009,147320,35891,31875,39268,31931,32248,31816,238.03,12079,13133,29584,12752,45052,29997,78767,46676,30085,78572,8579.6,5320.2,14881,5175.4,5440.7,5057.3,177.56,2531.8,2889.3,18226,2736.8,20530,18437,59996,21556,18741,60457,0.09151,0
942360,400510,728620,397500,503800,389070,3715.5,192620,316210,271420,191900,335700,273040,414900,344780,271750,414050,317270,162000,294540,162870,214250,159820,476.63,41337,62968,76727,43491,139680,77477,130040,142350,79135,130300,171250,142450,161540,141660,135940,141330,335.84,40345,67882,70885,42255,115760,71886,147410,117160,72941,147180,35881,31884,39253,31939,32257,31825,237.95,12076,13127,29550,12749,45013,29962,78674,46636,30050,78479,8573.9,5321.3,14866,5176.2,5437.4,5057.8,177.58,2529.3,2886.7,18196,2734.1,20500,18407,59894,21524,18710,60354,0.091171,0
941940,400460,728370,397450,503730,389020,3713.3,192480,315990,271230,191760,335570,272840,414670,344630,271550,413830,317070,161950,294380,162820,214230,159780,476.58,41327,62962,76708,43481,139670,77457,130030,142340,79116,130290,171190,142390,161490,141610,135930,141270,335.86,40331,67901,70853,42240,115740,71854,147330,117130,72908,147100,35880,31889,39245,31945,32258,31831,237.9,12077,13125,29535,12750,44993,29947,78633,46615,30035,78438,8570.5,5322.9,14861,5177.4,5435.3,5059,177.58,2528,2885.2,18180,2732.8,20486,18391,59842,21508,18694,60302,0.091935,0
1274800,837580,948760,831700,613200,815270,3805.6,114810,199700,263420,117520,409730,265940,540940,420250,268560,548240,417320,161440,363630,160070,212800,157070,408.37,36981,52534,68859,38699,116640,69217,134430,118840,70703,135960,157400,119580,153080,119090,114750,117930,315.7,26117,52203,43603,27701,80456,43684,98792,81753,43989,99366,34312,30511,58877,29605,23628,28862,198.14,6955.5,11528,13935,7257.4,26947,14098,38889,28005,14198,39308,17953,12372,67872,10895,6317.5,9990,175.43,1510,2340.9,6430.6,1594,14339,6459.5,24965,15026,6479.7,25273,0.092257,0
1275500,838200,949320,832310,613600,815880,3806.1,114810,199800,263530,117520,409970,266040,541190,420500,268660,548490,417530,161460,363810,160090,212900,157090,408.25,36987,52549,68866,38706,116660,69224,134420,118860,70710,135950,157390,119580,153080,119090,114740,117930,315.73,26116,52217,43608,27700,80467,43688,98802,81763,43994,99377,34308,30512,58893,29605,23621,28861,198.15,6956.9,11532,13936,7258.9,26944,14100,38899,28002,14199,39318,17947,12375,67906,10898,6306.7,9991.9,175.43,1510,2340.2,6430.4,1594,14335,6459.4,24973,15021,6479.5,25282,0.092422,0
1274600,837370,948840,831500,613200,815070,3809.9,114720,199720,263300,117430,409540,265820,540530,420060,268430,547830,417380,161340,363730,159980,212870,156980,408.29,36974,52554,68850,38692,116620,69206,134350,118820,70694,135880,157330,119530,153060,119040,114710,117880,315.76,26107,52217,43605,27690,80458,43686,98782,81753,43993,99357,34312,30516,58946,29608,23612,28863,198.18,6957.2,11534,13936,7259.4,26945,14100,38910,28004,14199,39330,17953,12386,68002,10906,6298.6,9998.8,175.4,1510,2340.1,6433,1594,14339,6462.1,24991,15026,6482,25300,0.092006,0
1273600,836640,948370,830780,612920,814370,3811.4,114640,199610,263140,117340,409190,265660,540070,419710,268260,547350,417310,161220,363730,159860,212860,156860,408.26,36966,52540,68851,38685,116610,69206,134310,118810,70696,135840,157210,119430,153010,118940,114660,117780,315.73,26102,52236,43605,27684,80461,43687,98735,81754,43994,99309,34326,30529,59034,29617,23605,28870,198.16,6956.9,11536,13940,7259.3,26957,14103,38900,28017,14203,39321,17969,12401,68159,10918,6291.7,10008,175.36,1509.2,2340.6,6436.4,1593.2,14351,6465.8,24971,15039,6485.7,25280,0.090805,0
1272500,835450,947670,829580,612550,813210,3810.1,114610,199570,263070,117310,408910,265580,539710,419430,268170,546980,416940,161140,363440,159790,212810,156780,408.13,36970,52544,68878,38691,116620,69231,134320,118820,70726,135850,157080,119360,152940,118870,114610,117710,315.67,26096,52272,43610,27677,80480,43693,98698,81770,43999,99271,34346,30548,59149,29633,23601,28883,198.17,6958.1,11542,13943,7260.8,26972,14105,38892,28033,14205,39313,17994,12425,68366,10936,6285.4,10023,175.33,1508.4,2341.1,6438,1592.3,14368,6467.7,24950,15056,6487.6,25259,0.089641,0
1272000,834520,947260,828650,612330,812290,3804.6,114600,199550,263070,117320,408750,265580,539520,419270,268170,546790,416800,161050,363330,159700,212810,156690,408.18,36993,52574,68932,38717,116660,69284,134350,118860,70783,135890,157010,119310,152920,118830,114610,117670,315.55,26096,52307,43609,27674,80492,43694,98686,81781,43999,99260,34353,30548,59194,29632,23600,28882,198.2,6958.3,11549,13940,7261,26978,14102,38882,28039,14202,39302,17996,12428,68404,10938,6280.3,10024,175.28,1507.6,2340.5,6434.1,1591.5,14375,6463.7,24931,15065,6483.5,25240,0.090231,0
1271700,834020,947030,828150,612210,811800,3802,114590,199540,263060,117310,408670,265570,539330,419200,268160,546600,416760,161000,363310,159660,212810,156650,408.2,36987,52580,68934,38711,116680,69286,134350,118870,70786,135880,156990,119290,152930,118810,114610,117650,315.52,26084,52285,43593,27661,80469,43678,98659,81759,43982,99232,34349,30544,59193,29629,23600,28879,198.25,6956.1,11548,13937,7259,26987,14099,38870,28048,14200,39291,17993,12424,68394,10934,6277.8,10020,175.25,1507.2,2340.7,6433,1591.1,14390,6462.5,24919,15081,6482.2,25228,0.091184,0
978280,444900,741490,442090,503710,436710,1849.9,159780,150500,265820,161910,389340,266890,565020,402920,270390,569510,367160,251150,348540,251950,353800,253970,459.31,57081,114320,165590,60349,281460,167560,327640,289050,168070,329850,184500,173960,171250,174550,140400,172960,340.63,35114,56974,55154,36593,113480,55374,117760,116600,56119,118250,42472,33514,66168,33120,32108,32734,242.52,10624,13366,15474,11213,38526,15810,38798,39901,15789,39350,26958,12579,62678,11870,11241,11051,174.62,1375.2,2862.8,5848.8,1404.9,21102,5975.1,16651,22062,6016,17016,0.093894,0
976160,444750,740080,441940,503120,436550,1850,159470,150270,265250,161590,388680,266320,563820,402220,269820,568300,366890,251140,348290,251940,353810,253960,459.18,57068,114320,165610,60336,281530,167580,327680,289120,168090,329890,184430,173880,171210,174460,140410,172890,340.68,35100,56967,55129,36577,113420,55352,117710,116530,56095,118200,42438,33491,66164,33098,32107,32715,242.5,10618,13359,15463,11206,38490,15799,38762,39862,15778,39315,26881,12536,62644,11831,11235,11016,174.61,1374.2,2858.8,5839.8,1403.9,21068,5965.8,16617,22026,6006.8,16980,0.095961,0
974160,444570,738640,441750,502360,436350,1845.8,159160,150070,264710,161280,388010,265780,562510,401510,269290,566990,366700,251210,348110,252010,353920,254050,459,57049,114360,165690,60316,281730,167670,327890,289320,168170,330090,184410,173830,171200,174420,140470,172850,340.59,35096,56973,55121,36573,113400,55345,117700,116500,56089,118190,42419,33481,66183,33090,32119,32709,242.48,10617,13353,15453,11205,38448,15789,38743,39819,15768,39295,26819,12502,62636,11800,11235,10987,174.6,1373.4,2854.9,5829.8,1403.2,21026,5955.4,16582,21983,5996.9,16945,0.098133,0
972470,444340,737390,441510,501820,436120,1842.8,158950,149970,264360,161070,387640,265430,561620,401110,268940,566090,366650,251440,348100,252240,354260,254300,458.79,57059,114480,165880,60326,282140,167860,328330,289740,168380,330530,184460,173850,171240,174430,140590,172870,340.57,35085,56999,55140,36561,113450,55366,117750,116540,56110,118240,42408,33468,66215,33078,32133,32699,242.44,10616,13350,15445,11203,38418,15782,38731,39788,15761,39283,26772,12477,62655,11777,11243,10966,174.6,1372.9,2852,5821.9,1402.6,20993,5947.3,16558,21949,5989.2,16919,0.099147,0
971070,444280,736250,441450,501310,436060,1840.9,158830,149930,264200,160950,387450,265270,561150,400900,268790,565630,366840,251760,348300,252570,354740,254650,458.68,57100,114630,166180,60369,282640,168160,328950,290250,168680,331150,184530,173930,171310,174510,140720,172950,340.55,35073,57040,55176,36548,113540,55403,117840,116640,56150,118330,42409,33471,66261,33082,32158,32704,242.4,10616,13348,15441,11204,38403,15778,38737,39773,15758,39289,26743,12461,62689,11762,11260,10953,174.59,1372.6,2850.3,5817,1402.4,20971,5942.4,16544,21926,5984.3,16905,0.10107,0
970310,444260,735570,441420,501110,436020,1840,158760,149980,264170,160880,387530,265250,561000,400960,268770,565480,366490,251460,347920,252280,354610,254360,458.68,57056,114630,166090,60323,282660,168080,328840,290270,168590,331040,184460,173860,171230,174440,140730,172880,340.54,35058,57045,55162,36530,113550,55391,117800,116640,56139,118290,42395,33469,66273,33080,32166,32701,242.35,10612,13345,15437,11199,38390,15774,38739,39759,15754,39291,26731,12455,62714,11757,11285,10948,174.58,1372.7,2849.6,5815.2,1402.6,20960,5940.5,16541,21914,5982.4,16901,0.1021,0
970160,444350,735230,441500,500940,436090,1840.2,158820,150090,264300,160930,387780,265380,561120,401200,268910,565600,366380,251310,347720,252140,354550,254210,458.68,57030,114600,166070,60296,282710,168050,328860,290330,168570,331060,184430,173810,171190,174390,140710,172830,340.49,35053,57033,55158,36524,113540,55387,117770,116630,56135,118260,42392,33469,66275,33081,32173,32702,242.3,10608,13344,15437,11195,38389,15774,38753,39757,15755,39306,26735,12457,62715,11759,11297,10950,174.6,1373.3,2849.8,5816.4,1403.1,20960,5941.5,16550,21915,5983.6,16910,0.10257,0
806350,554760,617870,552270,471760,543010,4739.4,168380,232700,259320,168110,461930,261050,527500,469430,263690,531510,413570,193130,365220,191580,212990,188030,531.54,40701,45053,59800,42854,103310,60525,141190,106400,61040,141490,179190,116890,171880,116290,109190,114830,468.87,28175,47682,38352,29458,73615,38746,90788,74960,38717,91330,33309,27810,56332,27953,31440,28056,308.04,9057.9,10864,12707,9491.4,32146,12733,32884,33397,12767,33193,13337,6109.1,39245,6189.4,8282.7,6137.4,225.14,1452.7,2371.2,4001.2,1523.4,17987,3948.8,17062,19133,4032.2,17246,0.10096,0
806120,554840,617700,552330,471900,543080,4734.1,168380,232730,259310,168110,462040,261030,527540,469530,263680,531550,413570,193160,365250,191610,213020,188060,531.7,40705,45051,59798,42858,103320,60524,141230,106400,61040,141540,179100,116880,171760,116280,109180,114810,468.94,28179,47693,38362,29462,73633,38755,90816,74979,38725,91359,33310,27818,56321,27960,31442,28063,308.15,9060.6,10865,12708,9494.4,32154,12734,32896,33405,12769,33206,13342,6111.8,39237,6191.9,8278,6140.2,225.2,1453.1,2371.9,4001.7,1523.9,17994,3949.3,17073,19141,4032.7,17257,0.098778,0
